rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
Ốc Diệu,"26/50/52 Đỗ Quang Đẩu, Quận 1, TP. HCM",12:30 - 21:00,30.000 - 60.000,6.7,7.8,7.4,7.2,5.8,5.4,https://www.foody.vn/ho-chi-minh/oc-dieu,TPHCM,An Vat Via He,253
Bánh Mì PewPew - Út Tịch,"66 Út Tịch, P. 4, Quận Tân Bình, TP. HCM",06:00 - 23:00,20.000 - 30.000,6.7,6.7,6.5,6.7,6.7,6.7,https://www.foody.vn/ho-chi-minh/banh-mi-pew-pew,TPHCM,An Vat Via He,1151
Baoz Dimsum Restaurant - Nguyễn Tri Phương,"88 Nguyễn Tri Phương, P. 7, Quận 5, TP. HCM",06:30 - 22:45,50.000 - 200.000,7.0,7.3,7.0,6.5,7.3,7.0,https://www.foody.vn/ho-chi-minh/baoz-dimsum-resraurant,TPHCM,Nha Hang,1008
Bánh Mì PewPew - Đường D5,"84 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM",06:00 - 21:30,20.000 - 30.000,,6.0,5.7,5.9,6.0,6.2,https://www.foody.vn/ho-chi-minh/banh-mi-pewpew-duong-d5,TPHCM,An Vat Via He,874
Baoz Dimsum Restaurant - The Garden Mall,"Tầng Trệt,  Tầng Trệt The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM",09:00 - 23:00,50.000 - 200.000,6.7,6.9,6.7,6.1,6.7,7.1,https://www.foody.vn/ho-chi-minh/baoz-dimsum-restaurant-the-garden-mall,TPHCM,Nha Hang,743
A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",14:00 - 21:00,5.000 - 15.000,7.4,7.8,7.8,7.5,6.7,7.1,https://www.foody.vn/ho-chi-minh/a-tung-banh-mi-bo-nuong-bo-cambodia-cong-quynh,TPHCM,An Vat Via He,289
Baoz Dimsum Restaurant - Lê Đại Hành,"299 Lê Đại Hành, P. 13, Quận 11, TP. HCM",07:00 - 21:00,50.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/baoz-dimsum-restaurant-le-dai-hanh,TPHCM,Nha Hang,110
Buzza Pizza - Nguyễn Thị Thập,"Tầng 1,  Tầng 1, 51 - 53 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:00,49.000 - 159.000,8.0,8.1,7.8,8.0,8.0,8.1,https://www.foody.vn/ho-chi-minh/buzza-pizza-nguyen-thi-thap,TPHCM,Nha Hang,973
A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,"837 Lê Hồng Phong, P. 12, Quận 10, TP. HCM",09:00 - 22:30,5.000 - 15.000,6.3,6.5,6.5,6.2,5.9,6.2,https://www.foody.vn/ho-chi-minh/a-tung-banh-mi-bo-nuong-bo-cambodia-le-hong-phong,TPHCM,An Vat Via He,9
San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,"Tầng Trệt, AB Tower, 76A Lê Lai, P. Bến Thành, Quận 1, TP. HCM",07:00 - 03:00,30.000 - 190.000,7.8,7.9,6.9,7.8,8.2,8.3,https://www.foody.vn/ho-chi-minh/nha-hang-san-fu-lou,TPHCM,Nha Hang,827
San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,"Tầng Trệt, AB Tower, 76A Lê Lai, P. Bến Thành, Quận 1, TP. HCM",07:00 - 03:00,30.000 - 190.000,7.8,7.9,6.9,7.8,8.2,8.3,https://www.foody.vn/ho-chi-minh/nha-hang-san-fu-lou,TPHCM,Sang Trong,827
Buzza Pizza - Nowzone,"Tầng 4,  Tầng 4 Nowzone, 235 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",10:30 - 21:00,49.000 - 159.000,7.2,7.2,7.0,7.0,7.5,7.3,https://www.foody.vn/ho-chi-minh/buzza-pizza-nowzone,TPHCM,Nha Hang,672
Tàu Hủ Xe Lam - Phùng Văn Cung,"70 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",12:00 - 23:00,17.000 - 25.000,6.9,7.3,7.3,7.0,6.4,6.7,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam,TPHCM,An Vat Via He,613
San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",07:00 - 21:30,30.000 - 190.000,7.4,7.5,6.5,7.4,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-cantonese-kitchen-phan-xich-long,TPHCM,Nha Hang,550
San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",07:00 - 21:30,30.000 - 190.000,7.4,7.5,6.5,7.4,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-cantonese-kitchen-phan-xich-long,TPHCM,Sang Trong,550
Ếch Xanh - Nguyễn Cảnh Chân,"371D Nguyễn Cảnh Chân, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",10:00 - 23:00,80.000 - 330.000,6.5,7.1,6.5,6.0,6.0,6.8,https://www.foody.vn/ho-chi-minh/ech-xanh,TPHCM,Nha Hang,875
Tàu Hủ Xe Lam - Bửu Long,"B1B Bửu Long, P.15, Quận 10, TP. HCM",11:00 - 20:30,10.000 - 25.000,6.8,6.7,7.0,6.6,6.7,7.2,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-buu-long,TPHCM,An Vat Via He,614
San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",07:45 - 22:00,30.000 - 190.000,7.6,7.7,6.9,7.7,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-cao-thang,TPHCM,Nha Hang,475
San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",07:45 - 22:00,30.000 - 190.000,7.6,7.7,6.9,7.7,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-cao-thang,TPHCM,Sang Trong,475
Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",10:30 - 22:00,100.000 - 330.000,6.8,7.4,6.7,6.1,6.5,7.2,https://www.foody.vn/ho-chi-minh/ech-xanh-ho-xuan-huong,TPHCM,Nha Hang,207
Tàu Hủ Xe Lam - Trần Hưng Đạo,"459/13 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",08:00 - 23:00,10.000 - 28.000,7.3,7.2,7.4,7.2,7.1,7.4,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-tran-hung-dao,TPHCM,An Vat Via He,322
San Fu Lou - Ẩm Thực Quảng Đông - Crescent Mall,"Tầng Trệt,  Tầng Trệt Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",07:00 - 22:00,30.000 - 190.000,7.1,7.5,6.4,6.9,7.3,7.6,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-trung-hoa-crescent-mall,TPHCM,Nha Hang,568
San Fu Lou - Ẩm Thực Quảng Đông - Crescent Mall,"Tầng Trệt,  Tầng Trệt Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",07:00 - 22:00,30.000 - 190.000,7.1,7.5,6.4,6.9,7.3,7.6,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-trung-hoa-crescent-mall,TPHCM,Sang Trong,568
Ếch Xanh - Song Hành,"59 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,60.000 - 200.000,,6.1,5.7,5.6,6.2,6.0,https://www.foody.vn/ho-chi-minh/ech-xanh-song-hanh,TPHCM,Nha Hang,683
Tàu Hủ Xe Lam - Crescent Mall,"Tầng 3,  Tầng 3, Quầy 39 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",11:00 - 22:00,10.000 - 28.000,7.5,7.2,7.8,6.4,7.9,8.1,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-crescent-mall,TPHCM,An Vat Via He,985
San Fu Lou - Ẩm Thực Quảng Đông - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 190.000,7.4,7.9,6.9,7.7,7.4,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-vincom-center,TPHCM,Nha Hang,917
San Fu Lou - Ẩm Thực Quảng Đông - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 190.000,7.4,7.9,6.9,7.7,7.4,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-vincom-center,TPHCM,Sang Trong,917
Seoul Garden Vincom B,"Tầng Hầm 3,  B3-16A, Tầng B3, Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:15,300.000 - 440.000,7.1,7.1,6.6,7.2,7.2,7.7,https://www.foody.vn/ho-chi-minh/seoul-garden-vincom-b,TPHCM,Buffet,262
Seoul Garden Vincom B,"Tầng Hầm 3,  B3-16A, Tầng B3, Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:15,300.000 - 440.000,7.1,7.1,6.6,7.2,7.2,7.7,https://www.foody.vn/ho-chi-minh/seoul-garden-vincom-b,TPHCM,Nha Hang,262
Nhi Nhi Quán - Đặc Sản Phan Rang,"164 Đường 20, P. 5, Quận Gò Vấp, TP. HCM",15:30 - 22:30,6.000 - 14.000,7.1,7.3,7.6,7.0,6.7,6.7,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang,TPHCM,An Vat Via He,946
San Fu Lou - Ẩm Thực Quảng Đông - Quang Trung,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",11:00 - 22:00,45.000 - 250.000,7.3,7.3,7.3,6.7,7.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-quang-trung,TPHCM,Nha Hang,565
San Fu Lou - Ẩm Thực Quảng Đông - Quang Trung,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",11:00 - 22:00,45.000 - 250.000,7.3,7.3,7.3,6.7,7.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-quang-trung,TPHCM,Sang Trong,565
Seoul Garden AEON Mall Bình Tân,"Tầng 3,  Lô T23, Tầng 3, Aeon Mall Bình Tân,1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",10:00 - 21:15,250.000 - 440.000,6.8,6.7,6.4,7.2,6.5,7.5,https://www.foody.vn/ho-chi-minh/seoul-garden-buffet-lau-nuong-aeon-mall-binh-tan,TPHCM,Buffet,858
Seoul Garden AEON Mall Bình Tân,"Tầng 3,  Lô T23, Tầng 3, Aeon Mall Bình Tân,1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",10:00 - 21:15,250.000 - 440.000,6.8,6.7,6.4,7.2,6.5,7.5,https://www.foody.vn/ho-chi-minh/seoul-garden-buffet-lau-nuong-aeon-mall-binh-tan,TPHCM,Nha Hang,858
Nhi Nhi Quán 2 - Đặc Sản Phan Rang,"40/47 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",16:00 - 22:30,6.000 - 45.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-2-dac-san-phan-rang,TPHCM,An Vat Via He,945
Nhi Nhi Quán - Đặc Sản Phan Rang - Đường Số 20,"164 Đường Số 20, P. 5, Quận Gò Vấp, TP. HCM",16:30 - 23:00,6.000 - 14.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang-duong-so-20,TPHCM,An Vat Via He,909
Seoul Garden Vạn Hạnh Mall,"Tầng 5,  Tầng 5, 11 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 21:15,250.000 - 440.000,7.6,7.3,6.8,8.0,7.8,8.1,https://www.foody.vn/ho-chi-minh/seoul-garden-van-hanh-mall,TPHCM,Buffet,981
Seoul Garden Vạn Hạnh Mall,"Tầng 5,  Tầng 5, 11 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 21:15,250.000 - 440.000,7.6,7.3,6.8,8.0,7.8,8.1,https://www.foody.vn/ho-chi-minh/seoul-garden-van-hanh-mall,TPHCM,Nha Hang,981
San Fu Lou - Song Hành,"40 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 21:30,30.000 - 190.000,6.4,6.8,6.0,5.3,6.5,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-song-hanh,TPHCM,Nha Hang,385
San Fu Lou - Song Hành,"40 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 21:30,30.000 - 190.000,6.4,6.8,6.0,5.3,6.5,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-song-hanh,TPHCM,Sang Trong,385
Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính Chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",17:00 - 23:30,17.000 - 20.000,7.8,8.4,7.9,7.9,7.1,7.6,https://www.foody.vn/ho-chi-minh/banh-mi-chim-chay,TPHCM,An Vat Via He,15
Seoul Garden Lotte Mart Quận 7,"Tầng 3,  Lô 03F, Tầng 3, TTTM Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:15,300.000 - 440.000,7.5,6.7,6.7,8.0,8.0,8.3,https://www.foody.vn/ho-chi-minh/seoul-garden-lotte-mart-quan-7,TPHCM,Buffet,530
Seoul Garden Lotte Mart Quận 7,"Tầng 3,  Lô 03F, Tầng 3, TTTM Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:15,300.000 - 440.000,7.5,6.7,6.7,8.0,8.0,8.3,https://www.foody.vn/ho-chi-minh/seoul-garden-lotte-mart-quan-7,TPHCM,Nha Hang,530
San Fu Lou - Dimsum & Hotpot - Song Hành,"40 Song Hành, KĐT. An Phú, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 10:00,30.000 - 190.000,,1.0,1.0,1.0,3.0,4.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-dimsum-hotpot-song-hanh,TPHCM,Nha Hang,1197
San Fu Lou - Dimsum & Hotpot - Song Hành,"40 Song Hành, KĐT. An Phú, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 10:00,30.000 - 190.000,,1.0,1.0,1.0,3.0,4.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-dimsum-hotpot-song-hanh,TPHCM,Sang Trong,1197
Bánh Mì Chim Chạy - Nguyễn Thị Minh Khai,"147D Nguyễn Thị Minh Khai, P. Phạm Ngũ Lão, Quận 1, TP. HCM",06:00 - 20:00,15.000 - 30.000,6.8,7.0,6.5,7.7,6.2,6.7,https://www.foody.vn/ho-chi-minh/banh-mi-chim-chay-nguyen-thi-minh-khai,TPHCM,An Vat Via He,54
Seoul Garden 208,"Tầng 1,  208 Nam Kỳ Khởi Nghĩa, P. 6, Quận 3, TP. HCM",10:00 - 21:15,239.000 - 239.000,,5.0,5.7,5.5,6.0,6.7,https://www.foody.vn/ho-chi-minh/seoul-garden-208,TPHCM,Buffet,469
Seoul Garden 208,"Tầng 1,  208 Nam Kỳ Khởi Nghĩa, P. 6, Quận 3, TP. HCM",10:00 - 21:15,239.000 - 239.000,,5.0,5.7,5.5,6.0,6.7,https://www.foody.vn/ho-chi-minh/seoul-garden-208,TPHCM,Nha Hang,469
San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn,"18A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 190.000,8.8,8.0,6.5,10.0,9.5,10.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-truong-son,TPHCM,Nha Hang,880
San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn,"18A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 190.000,8.8,8.0,6.5,10.0,9.5,10.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-truong-son,TPHCM,Sang Trong,880
San Fu Lou - Ẩm Thực Quảng Đông - Mplaza,"Tầng B1 Mplaza, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 21:00,30.000 - 190.000,9.0,10.0,7.0,10.0,10.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-mplaza,TPHCM,Nha Hang,392
San Fu Lou - Ẩm Thực Quảng Đông - Mplaza,"Tầng B1 Mplaza, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 21:00,30.000 - 190.000,9.0,10.0,7.0,10.0,10.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-mplaza,TPHCM,Sang Trong,392
"Fumo - Steak, Pasta & Bar","220/1 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",11:30 - 15:00 | 17:30 - 22:30,40.000 - 365.000,8.1,8.3,7.9,8.5,8.2,7.9,https://www.foody.vn/ho-chi-minh/fumo-steak-pasta-bar,TPHCM,Nha Hang,1134
Pong Quán - Nguyễn Gia Trí,"168/73 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 21:00,4.000 - 15.000,6.8,7.2,7.3,6.7,6.4,6.7,https://www.foody.vn/ho-chi-minh/pong-quan-nguyen-gia-tri,TPHCM,An Vat Via He,736
Oven Maru Chicken - Ẩm Thực Hàn Quốc,"187 Điện Biên Phủ, P. Đa Kao, Quận 1, TP. HCM",10:00 - 22:00,40.000 - 300.000,8.2,8.7,7.4,8.5,8.2,8.2,https://www.foody.vn/ho-chi-minh/oven-maru-chicken-am-thuc-han-quoc,TPHCM,Nha Hang,1198
"Fumo - Steak, Pasta & Bar - Hồ Hảo Hớn","42/7 Hồ Hảo Hớn, P. Cô Giang, Quận 1, TP. HCM",15:00 - 22:00,40.000 - 365.000,8.6,8.0,9.0,8.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/fumo-steak-pasta-bar-ho-hao-hon,TPHCM,Nha Hang,1152
Oven Maru Chicken - Nguyễn Qúy Cảnh,"16 Nguyễn Qúy Cảnh, P. An Phú, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,40.000 - 300.000,9.6,9.8,9.8,9.3,9.8,9.3,https://www.foody.vn/ho-chi-minh/oven-maru-chicken-nguyen-quy-canh,TPHCM,Nha Hang,746
Beefsteak Titi - Vũ Huy Tấn,"67/4/118 Vũ Huy Tấn (Đối Diện 50), P. 3, Quận Bình Thạnh, TP. HCM",10:00 - 21:30,55.000 - 110.000,6.5,7.1,7.0,6.1,6.1,6.4,https://www.foody.vn/ho-chi-minh/beefsteak-titi,TPHCM,Nha Hang,975
Pong Quán - Cách Mạng Tháng 8,"590/15 Lô A Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",15:00 - 22:00,4.000 - 15.000,7.0,7.2,7.2,6.9,6.9,6.7,https://www.foody.vn/ho-chi-minh/pong-quan-cach-mang-thang-8,TPHCM,An Vat Via He,442
NATRAJ - Indian Cuisine - Bùi Thị Xuân,"41 Bùi Thị Xuân, P. Phạm Ngũ Lão, Quận 1, TP. HCM",11:00 - 22:30,15.000 - 110.000,8.0,8.2,7.6,8.2,7.8,8.1,https://www.foody.vn/ho-chi-minh/natraj-mon-an-an-do,TPHCM,Nha Hang,328
Pong Quán - Tăng Nhơn Phú,"203 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Tp. Thủ Đức, TP. HCM",15:30 - 21:00,4.000 - 15.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pong-quan-tang-nhon-phu,TPHCM,An Vat Via He,745
Beefsteak TiTi - Hồ Hảo Hớn,"30 Hồ Hảo Hớn, P. Cô Giang, Quận 1, TP. HCM",10:00 - 22:00,55.000 - 110.000,6.4,6.8,6.8,5.7,5.8,6.8,https://www.foody.vn/ho-chi-minh/beefsteak-titi-ho-hao-hon,TPHCM,Nha Hang,317
NATRAJ - Indian Cuisine - Nguyễn Cừ,"20 Nguyễn Cừ, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10:30 - 22:30,22.000 - 407.000,9.7,9.7,10.0,10.0,9.3,9.3,https://www.foody.vn/ho-chi-minh/natraj-mon-an-an-do-nguyen-cu,TPHCM,Nha Hang,326
Beefsteak Titi - Tôn Thất Hiệp,"14 Tôn Thất Hiệp, P. 13, Quận 11, TP. HCM",08:00 - 22:30,60.000 - 150.000,6.9,7.0,7.1,6.7,6.6,6.9,https://www.foody.vn/ho-chi-minh/beefsteak-titi-5,TPHCM,Nha Hang,951
Beefsteak Titi - Trần Phú,"467 Trần Phú, P. 7, Quận 5, TP. HCM",09:30 - 21:30,55.000 - 110.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/beefsteak-titi-tran-phu,TPHCM,Nha Hang,1142
Cá Viên Chiên 176 - Đặng Văn Ngữ,"176 Đặng Văn Ngữ, Quận Phú Nhuận, TP. HCM",09:00 - 22:30,10.000 - 15.000,6.4,6.4,7.2,5.8,6.0,6.7,https://www.foody.vn/ho-chi-minh/an-vat-ca-vien-chien,TPHCM,An Vat Via He,722
Sườn Cây Nướng & Hải Sản - Cộng Hoà,"77 Cộng Hoà, P. 4, Quận Tân Bình, TP. HCM",10:00 - 23:00,15.000 - 250.000,7.3,7.4,6.8,7.3,7.4,7.4,https://www.foody.vn/ho-chi-minh/suon-cay-nuong-hai-san-cong-hoa,TPHCM,Nha Hang,145
Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,"210 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",11:00 - 16:00 | 17:00 - 22:00,300.000 - 407.000,7.7,7.8,7.3,7.7,7.6,8.0,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-xich-long,TPHCM,Buffet,1137
Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,"210 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",11:00 - 16:00 | 17:00 - 22:00,300.000 - 407.000,7.7,7.8,7.3,7.7,7.6,8.0,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-xich-long,TPHCM,Nha Hang,1137
Cá Viên Chiên 176 - Nguyễn Oanh,"36 Nguyễn Oanh, P. 7, Quận Gò Vấp, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.6,8.7,8.7,8.3,8.7,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-nguyen-oanh,TPHCM,An Vat Via He,499
Sườn Cây Nướng & Hải Sản - Phan Đăng Lưu,"Tầng 1, 128C Phan Đăng Lưu, P. 3, Quận Phú Nhuận, TP. HCM",11:00 - 22:00,150.000 - 250.000,7.3,7.6,6.6,7.4,7.3,7.5,https://www.foody.vn/ho-chi-minh/suon-cay-nuong-hai-san-phan-dang-luu,TPHCM,Nha Hang,785
Cá Viên Chiên 176 - 923 Lê Văn Lương,"923 Đ. Lê Văn Lương, X. Phước Kiển, Huyện Nhà Bè, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.8,9.0,8.7,8.7,9.0,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-923-le-van-luong,TPHCM,An Vat Via He,122
Cá Viên Chiên 176 - Lãnh Binh Thăng,"191 Lãnh Binh Thăng, P. 12, Quận 11, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.1,9.0,9.0,6.7,7.0,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-lanh-binh-thang,TPHCM,An Vat Via He,1076
Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu,"300 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",11:00 - 16:00 | 17:00 - 22:00,300.000 - 407.000,7.7,8.0,7.1,7.7,7.9,7.9,https://www.foody.vn/ho-chi-minh/sumo-bbq-le-van-sy,TPHCM,Buffet,910
Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu,"300 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",11:00 - 16:00 | 17:00 - 22:00,300.000 - 407.000,7.7,8.0,7.1,7.7,7.9,7.9,https://www.foody.vn/ho-chi-minh/sumo-bbq-le-van-sy,TPHCM,Nha Hang,910
Sườn Cây Nướng & Hải Sản - Hồ Biểu Chánh,"3A Hồ Biểu Chánh, P. 12, Quận Phú Nhuận, TP. HCM",15:00 - 23:00,150.000 - 250.000,7.3,7.6,7.0,7.4,7.2,7.4,https://www.foody.vn/ho-chi-minh/suon-cay-nuong-beer-ho-bieu-chanh,TPHCM,Nha Hang,596
Dì Hồng - Bánh Tráng Cuốn Trộn,"23 Đường Số 11, Quận 4, TP. HCM",10:00 - 23:59,20.000 - 33.000,6.3,6.5,6.6,6.2,5.8,6.2,https://www.foody.vn/ho-chi-minh/di-hong-banh-trang-cuon-tron,TPHCM,An Vat Via He,273
Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu,"50 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",05:00 - 22:00 | 11:00 - 16:00,300.000 - 407.000,7.4,7.9,6.5,7.5,7.5,7.5,https://www.foody.vn/ho-chi-minh/sumo-bbq-quang-trung-buffet-nuong-lau,TPHCM,Buffet,292
Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu,"50 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",05:00 - 22:00 | 11:00 - 16:00,300.000 - 407.000,7.4,7.9,6.5,7.5,7.5,7.5,https://www.foody.vn/ho-chi-minh/sumo-bbq-quang-trung-buffet-nuong-lau,TPHCM,Nha Hang,292
Dì Hồng - Bánh Tráng Cuốn Chấm Me - Bà Hạt,"205 Bà Hạt, P. 9, Quận 10, TP. HCM",12:15 - 23:00,22.000 - 33.000,,5.6,5.8,5.2,5.3,6.1,https://www.foody.vn/ho-chi-minh/di-hong-banh-trang-cuon-cham-me-ba-hat,TPHCM,An Vat Via He,1048
Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,"59B Cao Thắng, Quận 3, TP. HCM",11:00 - 22:00,239.000 - 378.000,7.3,7.6,6.8,7.2,7.4,7.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-cao-thang-buffet-nuong-lau,TPHCM,Buffet,779
Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,"59B Cao Thắng, Quận 3, TP. HCM",11:00 - 22:00,239.000 - 378.000,7.3,7.6,6.8,7.2,7.4,7.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-cao-thang-buffet-nuong-lau,TPHCM,Nha Hang,779
