rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
The Lounge - New World Saigon Hotel,"New World Saigon Hotel, 76 Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 01:00,50.000 - 300.000,8.6,8.3,6.6,9.1,9.3,9.7,https://www.foody.vn/ho-chi-minh/the-lounge-new-world-saigon-hotel,TPHCM,Nha Hang,5
Sushi Kei Lotte Q7,"Tầng 3,  Lô 03F, Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",11:00 - 21:00,20.000 - 1.000.000,8.7,8.7,8.7,8.7,8.7,8.7,https://www.foody.vn/ho-chi-minh/sushi-kei-lotte-q7,TPHCM,Nha Hang,25
Splash Pool Bar - New World Saigon Hotel,"New World Saigon Hotel, 76 Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,50.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/splash-pool-bar-new-world-saigon-hotel,TPHCM,Nha Hang,131
Sushi Kei Aeon Mall Bình Tân,"Tầng 3,  Lô T09, Tầng 3 Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",11:00 - 21:00,20.000 - 1.000.000,7.2,7.3,6.7,6.8,7.5,7.6,https://www.foody.vn/ho-chi-minh/sushi-kei-aeon-mall-binh-tan,TPHCM,Nha Hang,55
Kacyo Restaurant 花蝶 - New World Saigon Hotel,"Tầng 1, New World Saigon Hotel, 76 Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:30 | 17:00 - 22:00,95.000 - 1.500.000,8.4,8.9,7.5,8.3,8.5,8.7,https://www.foody.vn/ho-chi-minh/kacyo-restaurant,TPHCM,Nha Hang,168
Bamboo Chic Restaurant & Bar - Le Meridien,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  Cả ngày,100.000 - 500.000,7.9,7.6,7.0,7.6,8.5,8.5,https://www.foody.vn/ho-chi-minh/bamboo-chic-le-meridien-ton-duc-thang,TPHCM,Nha Hang,286
Khói BBQ - Nguyễn Văn Linh,"110 Nguyễn Văn Linh, P. Tân Thuận Tây, Quận 7, TP. HCM",16:00 - 22:30,99.000 - 109.000,7.2,7.3,7.4,6.9,7.4,7.0,https://www.foody.vn/ho-chi-minh/xien-nuong-khoi,TPHCM,Buffet,995
Saigon Soul Pool Party - New World Saigon Hotel,"New World Saigon Hotel, 76 Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,200.000 - 500.000,8.4,8.3,8.0,8.3,8.7,8.7,https://www.foody.vn/ho-chi-minh/saigon-soul-pool-party-new-world-saigon,TPHCM,Nha Hang,39
Latitude 10 - Le Meridien,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 22:00,100.000 - 500.000,7.5,6.6,7.2,8.0,7.6,8.2,https://www.foody.vn/ho-chi-minh/latitude-10-le-meridien-ton-duc-thang,TPHCM,Nha Hang,125
Khói BBQ - Phú Thuận,"9 Phú Thuận, P. Tân Phú, Quận 7, TP. HCM",16:00 - 22:00,99.000 - 109.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/khoi-bbq-phu-thuan,TPHCM,Buffet,1026
Hồ Bơi Pool - Khách Sạn New World - Lê Lai,"76 Lê Lai, P. Bến Thành, Quận 1, TP. HCM",05:00 - 22:00,Đang cập nhật,8.0,7.5,4.0,9.5,9.0,10.0,https://www.foody.vn/ho-chi-minh/ho-boi-pool-khach-san-new-world-le-lai,TPHCM,Nha Hang,1124
Le Meridien Saigon Hotel,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  Cả ngày,1.000.000 - 5.000.000,7.8,7.8,7.4,7.7,7.7,8.6,https://www.foody.vn/ho-chi-minh/le-meridien-saigon-hotel-ton-duc-thang,TPHCM,Nha Hang,190
Khói BBQ - Thoại Ngọc Hầu,"222 Thoại Ngọc Hầu, P. Phú Thạnh, Quận Tân Phú, TP. HCM",16:00 - 22:30,99.000 - 109.000,6.3,6.0,5.9,6.6,6.3,6.9,https://www.foody.vn/ho-chi-minh/khoi-bbq-thoai-ngoc-hau,TPHCM,Buffet,470
Latest Recipe Buffet Restaurant - Le Méridien Saigon,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",18:00 - 22:00,1.443.750 - 1.674.750,7.8,7.8,7.3,7.7,8.0,8.2,https://www.foody.vn/ho-chi-minh/latest-recipe-buffet-restaurant-le-meridien-saigon,TPHCM,Nha Hang,399
Khói BBQ - 1068 Nguyễn Văn Linh,"1068 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",16:00 - 22:30,99.000 - 109.000,6.1,6.0,7.0,5.5,6.0,6.0,https://www.foody.vn/ho-chi-minh/khoi-bbq-1068-nguyen-van-linh,TPHCM,Buffet,758
Khu Ẩm Thực Sinh Thái Bình Xuyên,"C3/18 Phạm Hùng, Huyện Bình Chánh, TP. HCM",08:00 - 22:00,100.000 - 330.000,7.2,7.2,6.8,7.0,8.0,7.1,https://www.foody.vn/ho-chi-minh/khu-am-thuc-sinh-thai-binh-xuyen,TPHCM,Nha Hang,655
Explore Bistro - Le Meridien,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 20:00,100.000 - 800.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/explore-bistro-le-meridien,TPHCM,Nha Hang,1129
BBQ House - Buffet Nướng & Lẩu Hàn Quốc - Lê Trọng Tấn,"433 Lê Trọng Tấn, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 22:00,199.000 - 399.000,7.8,7.6,7.9,7.2,8.2,7.9,https://www.foody.vn/ho-chi-minh/bbq-house-buffet-nuong-lau-han-quoc-le-trong-tan,TPHCM,Buffet,342
Tháp Ngà - Ẩm Thực Sinh Thái Bình Xuyên 2,"168 Nguyễn Hữu Thọ, P. Phước Kiểng, Huyện Nhà Bè, TP. HCM",07:00 - 21:00,100.000 - 200.000,6.6,6.8,6.2,6.0,7.6,6.5,https://www.foody.vn/ho-chi-minh/khu-am-thuc-sinh-thai-thap-nga-binh-xuyen-2,TPHCM,Nha Hang,133
Art Cacao - Le Meridien,"3C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",08:30 - 18:30,100.000 - 700.000,8.0,8.0,8.0,8.0,8.0,8.0,https://www.foody.vn/ho-chi-minh/art-cacao-le-meridien-ton-duc-thang,TPHCM,Nha Hang,704
BBQ House - Buffet Nướng & Lẩu Hàn Quốc - Hoàng Hoa Thám,"4 Hoàng Hoa Thám, P. 12, Quận Tân Bình, TP. HCM",10:00 - 22:00,100.000 - 500.000,,4.9,5.7,5.4,6.6,6.4,https://www.foody.vn/ho-chi-minh/bbq-house-buffet-nuong-lau-han-quoc-hoang-hoa-tham,TPHCM,Buffet,201
Nhà Hàng Cơm Niêu Sài Gòn - Hồ Xuân Hương,"59 Hồ Xuân Hương, P. 6, Quận 3, TP. HCM",10:00 - 22:00,200.000 - 550.000,7.6,7.8,7.0,7.6,7.9,7.9,https://www.foody.vn/ho-chi-minh/nha-hang-com-nieu-sai-gon-ho-xuan-huong,TPHCM,Nha Hang,222
Chấm Đỏ - Parkson Hùng Vương,"Tầng 3,  Tầng 3 Food Court Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",22:00 - 21:00,55.000 - 88.000,6.4,6.7,6.1,6.0,6.3,7.1,https://www.foody.vn/ho-chi-minh/cham-do-parkson-hung-vuong,TPHCM,Nha Hang,938
Chooki BBQ & Hotpot Buffet - Crescent Mall,"Tầng Trệt,  Tầng Trệt CP-02 Crescent Mall, 105 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 21:00,200.000 - 550.000,6.4,5.8,5.6,6.6,7.0,7.0,https://www.foody.vn/ho-chi-minh/chooki-bbq-hotpot-buffet-crescent-mall,TPHCM,Buffet,184
Nhà Hàng Cơm Niêu Sài Gòn - Tú Xương,"27 Tú Xương, P. 7, Quận 3, TP. HCM",06:00 - 22:00,150.000 - 500.000,7.2,7.1,6.5,6.8,7.7,7.6,https://www.foody.vn/ho-chi-minh/nha-hang-com-nieu-sai-gon-tu-xuong,TPHCM,Nha Hang,380
Chấm Đỏ - Parkson CT Plaza,"Tầng 5,  Tầng 5 Parkson CT Plaza, 60A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,58.000 - 68.000,,4.0,5.4,4.9,5.7,5.4,https://www.foody.vn/ho-chi-minh/cham-do-parkson-ct-plaza,TPHCM,Nha Hang,266
Chooki BBQ & Hotpot Buffet - Vincom Plaza Gò Vấp,"Vincom Plaza Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",09:00 - 21:00,198.000 - 399.000,7.2,8.0,5.8,8.0,7.4,6.6,https://www.foody.vn/ho-chi-minh/chooki-bbq-hotpot-buffet-vincom-plaza-go-vap,TPHCM,Buffet,666
Nhà Hàng Cơm Niêu Sài Gòn - Xuân Thủy,"75 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",06:00 - 22:00,150.000 - 500.000,7.7,7.7,6.9,8.0,7.9,8.0,https://www.foody.vn/ho-chi-minh/com-nieu-sai-gon-xuan-thuy,TPHCM,Nha Hang,395
Chấm Đỏ - Parkson Lê Thánh Tôn,"Tầng 3,  Tầng 3 Parkson Lê Thánh Tôn, 35Bis - 45 Lê Thánh Tôn, Quận 1, TP. HCM",09:00 - 22:00,58.000 - 68.000,,4.0,4.5,4.5,4.5,4.5,https://www.foody.vn/ho-chi-minh/cham-do-parkson-le-thanh-ton,TPHCM,Nha Hang,848
Hell Bull - BBQ & Beer - Xuân Thủy,"41 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",17:00 - 23:00,169.000 - 500.000,,5.3,5.6,5.8,6.2,6.4,https://www.foody.vn/ho-chi-minh/hell-bull-bbq-beer,TPHCM,Buffet,1139
Nhà Hàng Cơm Niêu Sài Gòn - Pasteur,"118 Pasteur, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 22:00,150.000 - 500.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nha-hang-com-nieu-sai-gon-pasteur,TPHCM,Nha Hang,816
Chấm Đỏ - Bitexco Tower,"Tầng 4,  Tầng 4 Food Court Bitexco Tower, 2 Hải Triều, Quận 1, TP. HCM",09:00 - 22:00,40.000 - 80.000,6.3,6.3,5.8,6.3,6.5,6.5,https://www.foody.vn/ho-chi-minh/cham-do-bitexco-tower,TPHCM,Nha Hang,638
Hell Bull - BBQ & Beer - Lý Tự Trọng,"42 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",18:00 - 23:00,150.000 - 250.000,,2.0,3.0,5.0,4.0,8.0,https://www.foody.vn/ho-chi-minh/hell-bull-bbq-beer-ly-tu-trong,TPHCM,Buffet,233
Sukiya - Cơm Bò Hầm & Mì Ramen - AEON Mall Bình Tân,"Tầng 3,  Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",11:00 - 20:30,15.000 - 99.000,7.4,7.5,7.4,7.4,7.3,7.4,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen,TPHCM,Nha Hang,134
Alibaba - Buffet Tự Chọn 119K - Tân Kỳ Tân Quý,"961 Tân Kỳ Tân Quý, P. Bình Hưng Hòa A, Quận Bình Tân, TP. HCM",11:00 - 23:00,99.000 - 199.000,7.4,7.5,7.6,7.7,7.4,6.8,https://www.foody.vn/ho-chi-minh/alibaba-buffet-tu-chon-119k,TPHCM,Buffet,188
Hotto - Món Ngon Trên Đĩa Nóng - Lotte Mart Nam Sài Gòn,"Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,70.000 - 200.000,,5.9,5.4,5.4,6.3,6.8,https://www.foody.vn/ho-chi-minh/com-nuong-hotto-lotte-mart-nam-sai-gon,TPHCM,Nha Hang,1040
Sukiya - Cơm Bò Hầm & Mì Ramen - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,10.000 - 100.000,6.9,6.8,6.9,6.7,7.1,7.0,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-crescent-mall,TPHCM,Nha Hang,1125
Alibaba - Buffet Tự Chọn 119K - Tân Hóa,"76 Tân Hóa, P. 3, Quận 11, TP. HCM",11:00 - 23:00,99.000 - 199.000,,4.2,6.2,4.7,5.4,6.7,https://www.foody.vn/ho-chi-minh/alibaba-buffet-tu-chon-119k-tan-hoa,TPHCM,Buffet,948
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",09:30 - 22:00,52.000 - 129.000,,5.5,5.1,5.1,5.2,5.9,https://www.foody.vn/ho-chi-minh/com-nuong-hotto-vincom-center,TPHCM,Nha Hang,1111
Muhan BBQ - Korea Buffet - Hồ Xuân Hương,"63 Hồ Xuân Hương, P. 6, Quận 3, TP. HCM",10:00 - 22:00,119.000 - 199.000,,3.9,4.5,3.8,4.0,5.0,https://www.foody.vn/ho-chi-minh/muhan-bbq-korea-buffet,TPHCM,Buffet,472
Sukiya - Cơm Bò Hầm & Mì Ramen - Lý Thái Tổ,"366 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",10:00 - 20:00,10.000 - 100.000,7.3,7.2,7.1,7.3,7.3,7.5,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-ly-thai-to,TPHCM,Nha Hang,149
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Plaza Gò Vấp,"Vincom Plaza Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",09:00 - 22:00,52.000 - 175.000,6.8,6.6,6.2,6.6,7.7,7.1,https://www.foody.vn/ho-chi-minh/com-nuong-hotto-vincom-plaza-go-vap,TPHCM,Nha Hang,208
Muhan BBQ - Korea Buffet - Cao Triều Phát,"19-21 Cao Triều Phát, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,119.000 - 199.000,9.5,9.7,9.3,9.7,9.3,9.3,https://www.foody.vn/ho-chi-minh/muhan-bbq-korea-buffet-cao-trieu-phat,TPHCM,Buffet,777
Sukiya - Cơm Bò Hầm & Mì Ramen - Pasteur,"224C Pasteur, P. 6, Quận 3, TP. HCM",07:00 - 21:00,10.000 - 100.000,6.8,6.7,6.6,6.7,6.8,7.0,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-pasteur,TPHCM,Nha Hang,658
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Mega Mall Thảo Điền,"Tầng 4,  L4-03 Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:00 - 21:00,80.000 - 150.000,7.3,7.0,7.1,6.4,7.6,8.2,https://www.foody.vn/ho-chi-minh/hotto-mon-ngon-tren-dia-nong-vincom-mega-mall-thao-dien,TPHCM,Nha Hang,1063
Buffet Panda,"17 Thạch Lam, P. Hiệp Tân, Quận Tân Phú, TP. HCM",09:00 - 21:00,99.000 - 99.000,,4.8,5.3,4.8,5.3,6.8,https://www.foody.vn/ho-chi-minh/buffet-panda,TPHCM,Buffet,189
Sukiya - Cơm Bò Hầm & Mì Ramen - SC VivoCity,"Tầng 3,  Tầng 3 - SC VivoCity, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,10.000 - 100.000,6.5,6.6,6.2,6.6,6.7,6.6,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-sc-vivocity,TPHCM,Nha Hang,410
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Landmark 81,"Tầng Hầm 1,  Tầng B1 - 03, Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",11:00 - 20:30,30.000 - 100.000,,4.9,4.6,4.3,4.9,5.1,https://www.foody.vn/ho-chi-minh/com-nuong-hotto-vincom-landmark-81,TPHCM,Nha Hang,996
Buffet Panda - Âu Cơ,"622 Âu Cơ, P. 10, Quận Tân Bình, TP. HCM",Đang cập nhật,99.000 - 99.000,,4.6,5.0,4.0,4.2,5.4,https://www.foody.vn/ho-chi-minh/buffet-panda-au-co,TPHCM,Buffet,847
Sukiya - Cơm Bò Hầm & Mì Ramen - Kênh Tân Hóa,"Đối Diện 273 Kênh Tân Hóa, P. Phú Trung, Quận Tân Phú, TP. HCM",10:00 - 22:00,10.000 - 100.000,,5.4,5.7,5.7,6.2,6.1,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-trinh-dinh-trong,TPHCM,Nha Hang,1091
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Thủ Đức,"Tầng 3,  Tầng 3 Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,52.000 - 175.000,7.3,7.9,7.4,6.3,7.7,7.3,https://www.foody.vn/ho-chi-minh/com-nuong-hotto-vincom-thu-duc,TPHCM,Nha Hang,539
Buffet Tá Lả - Man Thiện,"423 - 425 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",17:00 - 23:00,120.000 - 150.000,,4.0,3.8,3.7,4.0,4.3,https://www.foody.vn/ho-chi-minh/buffet-ta-la,TPHCM,Buffet,604
Hotto - Món Ngon Trên Đĩa Nóng - Vincom Lê Văn Việt,"GH4-15,TTTM Vincom 50-52 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,80.000 - 200.000,,1.0,1.0,1.0,5.0,5.0,https://www.foody.vn/ho-chi-minh/hotto-mon-ngon-tren-dia-nong-vincom-le-van-viet,TPHCM,Nha Hang,50
Sukiya - Cơm Bò Hầm & Mì Ramen - Bitexco Tower,"Tầng 4,  Tầng 4 Bitexco Tower, 2 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:00,10.000 - 100.000,6.7,6.6,6.5,6.7,6.5,7.1,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-bitexco-tower,TPHCM,Nha Hang,85
Buffet Tá Lả - Tân Kỳ Tân Quý,"596 Tân Kỳ Tân Quý, P. Bình Hưng Hòa, Quận Bình Tân, TP. HCM",17:00 - 22:00,120.000 - 150.000,9.2,10.0,10.0,6.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/buffet-ta-la-tan-ky-tan-quy,TPHCM,Buffet,1016
Hotto - Món Ngon Trên Đĩa Nóng - Vincom SC VivoCity,"12C, Tầng 4, TTTM SC VivoCity, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,80.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hotto-mon-ngon-tren-dia-nong-vincom-sc-vivocity,TPHCM,Nha Hang,406
Sukiya - Cơm Bò Hầm & Mì Ramen - Gigamall,"Tầng Hầm 1,  Tầng B1 Giga Mall, 240 PhạM Văn ĐồNg, P. HiệP BìNh CháNh, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,27.000 - 45.000,7.7,7.1,6.7,8.4,8.0,8.3,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-giga-mall,TPHCM,Nha Hang,886
Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn,"8/15 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 23:00,250.000 - 500.000,8.0,8.6,7.2,8.1,8.2,7.7,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-thanh-ton,TPHCM,Nha Hang,769
CoCo Ichibanya - Vincom Landmark 81,"Tầng 2,  Tầng 2, Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",11:00 - 21:30,50.000 - 200.000,8.1,8.4,7.4,8.6,8.4,7.7,https://www.foody.vn/ho-chi-minh/coco-ichibanya-vincom-landmark-81,TPHCM,Nha Hang,866
Sukiya - Cơm Bò Hầm & Mì Ramen - AEON Mall Tân Phú,"Tầng 1,  Tầng 1 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",11:00 - 20:30,15.000 - 99.000,,5.5,6.0,5.0,5.9,6.7,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-aeon-mall-tan-phu,TPHCM,Nha Hang,846
Pizza 4P’s - Pizza Kiểu Nhật - Nguyễn Văn Linh,"Lô MD2, Nguyễn Văn Linh, P Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,200.000 - 300.000,8.1,8.6,7.6,8.5,8.6,7.2,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-nguyen-van-linh,TPHCM,Nha Hang,814
CoCo Ichibanya - Lý Tự Trọng,"13 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 21:30,48.000 - 153.000,8.5,9.1,7.9,8.3,8.7,8.7,https://www.foody.vn/ho-chi-minh/coco-ichibanya-ly-tu-trong,TPHCM,Nha Hang,214
Sukiya - Cơm Bò Hầm & Mì Ramen - Vincom Lê Văn Việt,"Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,7.9,7.3,7.3,8.5,8.3,8.3,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-vincom-le-van-viet,TPHCM,Nha Hang,957
Pizza 4P's - Pizza Kiểu Nhật - Thủ Khoa Huân,"8 Thủ Khoa Huân, P. Bến Thành, Quận 1, TP. HCM",10:00 - 23:00 | 10:00 - 02:00,150.000 - 300.000,8.3,8.5,7.6,8.5,8.5,8.4,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-thu-khoa-huan,TPHCM,Nha Hang,115
Bonchon Chicken Vietnam - Lý Tự Trọng,"43 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 21:00,25.000 - 250.000,7.9,8.0,7.3,7.9,8.0,8.4,https://www.foody.vn/ho-chi-minh/bonchon-chicken-vietnam,TPHCM,Nha Hang,474
Sukiya - Cơm Bò Hầm & Mì Ramen - Tạ Quang Bửu,"860 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",09:00 - 22:30,15.000 - 99.000,8.0,7.8,7.8,8.1,8.1,8.1,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-ta-quang-buu,TPHCM,Nha Hang,440
Bonchon Chicken Vietnam - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",08:00 - 21:00,10.000 - 200.000,7.2,8.1,6.7,6.3,7.3,7.8,https://www.foody.vn/ho-chi-minh/bonchon-chicken-vietnam-nguyen-van-cu,TPHCM,Nha Hang,304
Pizza 4P's - Pizza Kiểu Nhật - Saigon Centre,"Tầng 6,  01 - 2 Lầu 6 Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 23:00,250.000 - 400.000,8.5,8.8,7.8,8.3,8.7,8.9,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-centre,TPHCM,Nha Hang,559
Sukiya - Cơm Bò Hầm & Mì Ramen - Thái Văn Lung,"10Ab Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,15.000 - 99.000,8.3,8.0,8.3,8.3,8.7,8.3,https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-thai-van-lung,TPHCM,Nha Hang,623
Bonchon Chicken - Nam Sài Gòn Residences,"Căn Cửa Hàng Số B0.04 (Tầng Có Căn Hộ) 1,2 Thuộc Nhà Chung Cư Nam Sài Gòn Residences, X. Phước Kiển, Huyện Nhà Bè, TP. HCM",10:00 - 22:00,50.000 - 500.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bonchon-chicken-nam-sai-gon-residences,TPHCM,Nha Hang,1182
Pizza 4P's - Pizza Kiểu Nhật - Hai Bà Trưng,"151 Hai Bà Trưng, Quận 3, TP. HCM",10:00 - 23:00,250.000 - 400.000,8.1,8.4,7.4,8.3,8.5,8.2,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-hai-ba-trung,TPHCM,Nha Hang,52
Bonchon Chicken - Phan Văn Trị,"515 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",10:00 - 22:00,5.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bonchon-chicken-phan-van-tri,TPHCM,Nha Hang,193
Con Voi Vàng - Hai Bà Trưng,"34 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",11:15 - 14:00 | 17:00 - 21:00,150.000 - 330.000,7.6,7.9,7.3,7.6,7.5,7.9,https://www.foody.vn/ho-chi-minh/con-voi-vang-hai-ba-trung,TPHCM,Nha Hang,504
Pizza 4P’s - Pizza Kiểu Nhật - Võ Văn Kiệt,"608 Võ Văn Kiệt, P. Cầu Kho, Quận 1, TP. HCM",10:00 - 23:00,200.000 - 500.000,8.9,9.3,8.2,9.2,8.9,8.8,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-vo-van-kiet,TPHCM,Nha Hang,151
Bonchon Chicken - Aeon Tân Phú,"Tầng Trệt, Trung Tâm Mua Sắm AEON - Tân Phú Celadon, Số 30 Đường Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 21:00,50.000 - 295.000,,4.0,3.0,7.0,7.0,8.0,https://www.foody.vn/ho-chi-minh/bonchon-chicken-aeon-tan-phu,TPHCM,Nha Hang,1034
Con Voi Vàng - Vincom Maximark 3/2,"Tầng 4, Food Court Vincom Maximark Đường 3 Tháng 2, Quận 10, TP. HCM",11:00 - 14:00 | 18:00 - 21:00,300.000 - 440.000,7.2,7.3,7.4,7.3,6.9,7.0,https://www.foody.vn/ho-chi-minh/con-voi-vang-maximark-3-thang-2,TPHCM,Nha Hang,1059
Pizza 4P's - Pizza Kiểu Nhật - Xuân Thủy,"48/1 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",10:00 - 22:30,250.000 - 500.000,8.7,9.2,8.4,8.7,8.8,8.4,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-xuan-thuy,TPHCM,Nha Hang,388
Bonchon Chicken - Vạn Hạnh Mall,"Tầng 5, Tòa Nhà Trung Tâm Thương Mại Vạn Hạnh, Số 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 21:00,50.000 - 295.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bonchon-chicken-van-hanh-mall,TPHCM,Nha Hang,73
