rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Ốc Diệu,"26/50/52 Đỗ Quang Đẩu, Quận 1, TP. HCM",12:30 - 21:00,30.000 - 60.000,6.7,7.8,7.4,7.2,5.8,5.4,https://www.foody.vn/ho-chi-minh/oc-dieu
Bánh Mì PewPew - Út Tịch,"66 Út Tịch, P. 4, Quận Tân Bình, TP. HCM",06:00 - 23:00,20.000 - 30.000,6.7,6.7,6.5,6.7,6.7,6.7,https://www.foody.vn/ho-chi-minh/banh-mi-pew-pew
Bánh Mì PewPew - Đường D5,"84 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM",06:00 - 21:30,20.000 - 30.000,,6.0,5.7,5.9,6.0,6.2,https://www.foody.vn/ho-chi-minh/banh-mi-pewpew-duong-d5
Đà Lạt Phố Cafe - Huỳnh Mẫn Đạt,"153 Huỳnh Mẫn Đạt, P. 8, Quận 5, TP. HCM",09:00 - 22:00,20.000 - 80.000,7.1,6.6,6.1,7.3,8.1,7.7,https://www.foody.vn/ho-chi-minh/da-lat-pho-cafe-huynh-man-dat
A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",14:00 - 21:00,5.000 - 15.000,7.4,7.8,7.8,7.5,6.7,7.1,https://www.foody.vn/ho-chi-minh/a-tung-banh-mi-bo-nuong-bo-cambodia-cong-quynh
Đà Lạt Phố Cafe - Ung Văn Khiêm,"55 Ung Văn Khiêm, P. 25, Quận Bình Thạnh, TP. HCM",06:00 - 22:30,30.000 - 60.000,6.2,5.2,6.0,5.9,7.2,6.8,https://www.foody.vn/ho-chi-minh/da-lat-pho-cafe-ung-van-khiem
A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,"837 Lê Hồng Phong, P. 12, Quận 10, TP. HCM",09:00 - 22:30,5.000 - 15.000,6.3,6.5,6.5,6.2,5.9,6.2,https://www.foody.vn/ho-chi-minh/a-tung-banh-mi-bo-nuong-bo-cambodia-le-hong-phong
Tàu Hủ Xe Lam - Phùng Văn Cung,"70 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",12:00 - 23:00,17.000 - 25.000,6.9,7.3,7.3,7.0,6.4,6.7,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam
Đà Lạt Phố Cafe - Âu Cơ,"550 Âu Cơ, P. 10, Quận Tân Bình, TP. HCM",07:00 - 22:30,20.000 - 50.000,6.0,5.7,6.2,4.6,6.5,7.1,https://www.foody.vn/ho-chi-minh/da-lat-pho-cafe-au-co
Tàu Hủ Xe Lam - Bửu Long,"B1B Bửu Long, P.15, Quận 10, TP. HCM",11:00 - 20:30,10.000 - 25.000,6.8,6.7,7.0,6.6,6.7,7.2,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-buu-long
Tokyo Deli Express - Sushi - Ngô Quyền,"18 Ngô Quyền, Quận Hoàn Kiếm, Hà Nội",10:00 - 20:00,100.000 - 300.000,7.5,7.6,7.2,7.4,7.4,8.0,https://www.foody.vn/ha-noi/tokyo-deli-ngo-quyen
Tàu Hủ Xe Lam - Trần Hưng Đạo,"459/13 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",08:00 - 23:00,10.000 - 28.000,7.3,7.2,7.4,7.2,7.1,7.4,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-tran-hung-dao
Tokyo Deli Express - Sushi - Hoàng Đạo Thúy,"Tòa Nhà N04, Hoàng Đạo Thúy, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10:00 - 20:00,100.000 - 300.000,7.5,7.5,7.4,7.3,7.6,7.6,https://www.foody.vn/ha-noi/tokyo-deli-hoang-dao-thuy
Đà Lạt Phố Cafe - Hồng Bàng,"961 Hồng Bàng, Quận 6, TP. HCM",07:00 - 23:00,30.000 - 80.000,,5.1,5.7,4.7,7.6,6.9,https://www.foody.vn/ho-chi-minh/da-lat-pho-cafe-hong-bang
Tàu Hủ Xe Lam - Crescent Mall,"Tầng 3,  Tầng 3, Quầy 39 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",11:00 - 22:00,10.000 - 28.000,7.5,7.2,7.8,6.4,7.9,8.1,https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam-crescent-mall
Nhi Nhi Quán - Đặc Sản Phan Rang,"164 Đường 20, P. 5, Quận Gò Vấp, TP. HCM",15:30 - 22:30,6.000 - 14.000,7.1,7.3,7.6,7.0,6.7,6.7,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang
Nhi Nhi Quán 2 - Đặc Sản Phan Rang,"40/47 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",16:00 - 22:30,6.000 - 45.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-2-dac-san-phan-rang
Nhi Nhi Quán - Đặc Sản Phan Rang - Đường Số 20,"164 Đường Số 20, P. 5, Quận Gò Vấp, TP. HCM",16:30 - 23:00,6.000 - 14.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang-duong-so-20
Tokyo Deli Express - Sushi - Giảng Võ,"Tầng 2 Tháp A, Tòa Nhà D2, Giảng Võ, Quận Ba Đình, Hà Nội",10:00 - 20:00,100.000 - 300.000,7.6,7.7,6.9,8.0,7.6,7.7,https://www.foody.vn/ha-noi/tokyo-deli-giang-vo
King Coffee & Tea - Tôn Thất Tùng,"100 Tôn Thất Tùng, Quận 1, TP. HCM",07:00 - 22:30,32.000 - 45.000,7.0,7.3,7.0,7.4,6.4,7.2,https://www.foody.vn/ho-chi-minh/king-tea
Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính Chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",17:00 - 23:30,17.000 - 20.000,7.8,8.4,7.9,7.9,7.1,7.6,https://www.foody.vn/ho-chi-minh/banh-mi-chim-chay
Bánh Mì Chim Chạy - Nguyễn Thị Minh Khai,"147D Nguyễn Thị Minh Khai, P. Phạm Ngũ Lão, Quận 1, TP. HCM",06:00 - 20:00,15.000 - 30.000,6.8,7.0,6.5,7.7,6.2,6.7,https://www.foody.vn/ho-chi-minh/banh-mi-chim-chay-nguyen-thi-minh-khai
King Coffee & Tea - Hồ Tùng Mậu,"54 Hồ Tùng Mậu, P. Bến Thành, Quận 1, TP. HCM",10:00 - 21:00,32.000 - 45.000,7.4,7.6,7.4,7.3,6.5,8.1,https://www.foody.vn/ho-chi-minh/king-coffee-tea-ho-tung-mau
I Love Kem - Lê Văn Sỹ,"355 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",08:00 - 23:00,15.000 - 50.000,7.1,7.0,6.4,7.0,7.6,7.6,https://www.foody.vn/ho-chi-minh/i-love-kem-kem-tu-chon-le-van-sy
Pong Quán - Nguyễn Gia Trí,"168/73 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 21:00,4.000 - 15.000,6.8,7.2,7.3,6.7,6.4,6.7,https://www.foody.vn/ho-chi-minh/pong-quan-nguyen-gia-tri
I Love Kem - Phạm Văn Đồng,"124 Phạm Văn Đồng, Quận Gò Vấp, TP. HCM",08:00 - 22:00,15.000 - 50.000,6.6,6.5,6.0,6.6,6.8,6.9,https://www.foody.vn/ho-chi-minh/i-love-kem-pham-van-dong
I Love Kem - Nguyễn Thị Thập,"518 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM",07:00 - 22:00,15.000 - 60.000,7.1,7.2,6.7,7.2,7.7,6.9,https://www.foody.vn/ho-chi-minh/i-love-kem-nguyen-thi-thap
Tokyo Deli Express - Sushi - Times City,"T4-L1-07 Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",10:00 - 20:00,38.000 - 200.000,7.7,7.9,7.2,7.6,8.1,7.5,https://www.foody.vn/ha-noi/tokyo-deli-times-city
Pong Quán - Cách Mạng Tháng 8,"590/15 Lô A Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",15:00 - 22:00,4.000 - 15.000,7.0,7.2,7.2,6.9,6.9,6.7,https://www.foody.vn/ho-chi-minh/pong-quan-cach-mang-thang-8
I Love Kem - 257 Thống Nhất,"257 Thống Nhất, P. 11 , Quận Gò Vấp, TP. HCM",08:00 - 22:00,27.000 - 80.000,7.0,6.9,5.5,6.9,7.8,7.6,https://www.foody.vn/ho-chi-minh/i-love-kem-257-thong-nhat
Pong Quán - Tăng Nhơn Phú,"203 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Tp. Thủ Đức, TP. HCM",15:30 - 21:00,4.000 - 15.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pong-quan-tang-nhon-phu
I Love Kem - Lê Hồng Phong,"260 Lê Hồng Phong, P. 4, Quận 5, TP. HCM",09:00 - 22:00,30.000 - 50.000,7.0,7.2,6.7,6.8,7.1,7.5,https://www.foody.vn/ho-chi-minh/i-love-kem-le-hong-phong
Cá Viên Chiên 176 - Đặng Văn Ngữ,"176 Đặng Văn Ngữ, Quận Phú Nhuận, TP. HCM",09:00 - 22:30,10.000 - 15.000,6.4,6.4,7.2,5.8,6.0,6.7,https://www.foody.vn/ho-chi-minh/an-vat-ca-vien-chien
I Love Kem - Lũy Bán Bích,"654 Lũy Bán Bích, P. Tân Thành, Quận Tân Phú, TP. HCM",08:00 - 22:00,30.000 - 50.000,7.0,6.9,7.0,7.2,6.0,7.7,https://www.foody.vn/ho-chi-minh/i-love-kem-luy-ban-bich
Cá Viên Chiên 176 - Nguyễn Oanh,"36 Nguyễn Oanh, P. 7, Quận Gò Vấp, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.6,8.7,8.7,8.3,8.7,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-nguyen-oanh
Cá Viên Chiên 176 - 923 Lê Văn Lương,"923 Đ. Lê Văn Lương, X. Phước Kiển, Huyện Nhà Bè, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.8,9.0,8.7,8.7,9.0,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-923-le-van-luong
I Love Kem - Kinh Dương Vương,"127 Kinh Dương Vương, P. 12, Quận 6, TP. HCM",07:00 - 22:00,15.000 - 60.000,6.4,6.5,6.2,6.2,6.3,6.9,https://www.foody.vn/ho-chi-minh/i-love-kem-kinh-duong-vuong
Cá Viên Chiên 176 - Lãnh Binh Thăng,"191 Lãnh Binh Thăng, P. 12, Quận 11, TP. HCM",Đang mở cửa  00:01 - 03:00 | 13:00 - 23:59,10.000 - 15.000,8.1,9.0,9.0,6.7,7.0,8.7,https://www.foody.vn/ho-chi-minh/ca-vien-chien-176-lanh-binh-thang
Pizza 4P's - Pizza Kiểu Nhật - Tràng Tiền,"43 Tràng Tiền, P. Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",10:00 - 23:00,100.000 - 400.000,8.3,8.5,7.4,8.6,8.5,8.4,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-trang-tien
I Love Kem - Thống Nhất Thủ Đức,"23 Thống Nhất, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",08:00 - 21:00,20.000 - 55.000,7.6,7.6,7.5,7.9,7.3,7.8,https://www.foody.vn/ho-chi-minh/i-love-kem-thong-nhat
Dì Hồng - Bánh Tráng Cuốn Trộn,"23 Đường Số 11, Quận 4, TP. HCM",10:00 - 23:59,20.000 - 33.000,6.3,6.5,6.6,6.2,5.8,6.2,https://www.foody.vn/ho-chi-minh/di-hong-banh-trang-cuon-tron
I Love Kem - Phan Huy Ích,"206 Phan Huy Ích, P. 12, Quận Gò Vấp, TP. HCM",10:00 - 23:00,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/i-love-kem-phan-huy-ich
I Love Kem - Nguyễn Ảnh Thủ,"53 Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",10:00 - 23:00,30.000 - 60.000,8.7,9.0,6.0,9.3,9.5,9.5,https://www.foody.vn/ho-chi-minh/i-love-kem-nguyen-anh-thu
Dì Hồng - Bánh Tráng Cuốn Chấm Me - Bà Hạt,"205 Bà Hạt, P. 9, Quận 10, TP. HCM",12:15 - 23:00,22.000 - 33.000,,5.6,5.8,5.2,5.3,6.1,https://www.foody.vn/ho-chi-minh/di-hong-banh-trang-cuon-cham-me-ba-hat
Gà Rán CP Five Star - Nguyễn Tri Phương,"245 Nguyễn Tri Phương, P. 5, Quận 1, TP. HCM",08:00 - 22:00,10.000 - 30.000,7.9,8.0,8.3,7.8,7.2,8.1,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-tran-hung-dao
I Love Kem - Đinh Tiên Hoàng,"207 Đinh Tiên Hoàng, P. Tân Định, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 60.000,7.5,7.6,7.6,7.6,6.8,8.1,https://www.foody.vn/ho-chi-minh/i-love-kem-dinh-tien-hoang
Gà Rán CP Five Star - 122 Đồng Nai,"122 Đồng Nai, P. 15, Quận 10, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-122-dong-nai
Chasu Tea - Trà Sữa Sạch Trái Cây Tươi,"95 Hồ Văn Huê, P. 9, Quận Phú Nhuận, TP. HCM",09:00 - 21:00,30.000 - 40.000,8.8,9.0,8.9,8.8,8.6,8.7,https://www.foody.vn/ho-chi-minh/chasu-tea-tra-sua-sach-trai-cay-tuoi
Gà Rán CP Five Star - 434 Nguyễn Văn Tăng,"434 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-434-nguyen-van-tang
Gà Rán CP Five Star - 1369 Nguyễn Duy Trinh,"1369 Nguyễn Duy Trinh, P. Trường Thạnh, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-1369-nguyen-duy-trinh
Chasu - Sinh Tố Sữa Chua Nếp Cẩm & Trái Cây Tươi,"95 Hồ Văn Huê, P. 9, Quận Phú Nhuận, TP. HCM",08:00 - 22:00,22.000 - 35.000,9.2,9.4,9.2,9.2,9.1,9.0,https://www.foody.vn/ho-chi-minh/chasu-sinh-to-sua-chua-nep-cam-trai-cay-tuoi
Pizza 4P's - Pizza Kiểu Nhật - Phan Kế Bính,"5 Phan Kế Bính, Quận Ba Đình, Hà Nội",10:00 - 23:00,100.000 - 400.000,8.4,8.6,7.4,9.0,8.9,8.3,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-phan-ke-binh
Gà Rán CP Five Star - 100A Tam Hà,"100A Tam Hà, P. Tam Phú, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-100a-tam-ha
Gà Rán CP Five Star - 201 Linh Đông,"201 Linh Đông, KP. 4, P. Linh Đông, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-201-linh-dong
Trà Sữa 365 - Đào Duy Từ,"59/4 Đào Duy Từ, Quận 10, TP. HCM",08:00 - 22:00,12.000 - 35.000,6.4,6.8,6.3,7.0,6.0,6.2,https://www.foody.vn/ho-chi-minh/tra-sua-365-dao-duy-tu
Gà Rán CP Five Star - Nguyễn Thị Triệu,"Nguyễn Thị Triệu, KP. 2, TT. Củ Chi, Huyện Củ Chi, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-nguyen-thi-trieu
Gà Rán CP Five Star - 98 Trần Tử Bình,"98 Trần Tử Bình, X. Tân Thông Hội, Huyện Củ Chi, TP. HCM",09:00 - 22:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-98-tran-tu-binh
Trà Sữa 365 - Lê Trọng Tấn,"278 Lê Trọng Tấn, P. Tây Thạnh, Quận Tân Phú, TP. HCM",08:00 - 22:30,15.000 - 35.000,6.3,6.3,5.8,6.2,6.5,6.8,https://www.foody.vn/ho-chi-minh/tra-sua-365-le-trong-tan
Gà Rán CP Five Star - 6A Nguyễn Văn Khạ,"6A Nguyễn Văn Khạ, TT. Củ Chi, Huyện Củ Chi, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-6a-nguyen-van-kha
Pizza 4P's - Pizza Kiểu Nhật - Liễu Giai,"Tầng 1,  Tầng 1, Lotte Department Store, 54 Liễu Giai, Quận Ba Đình, Hà Nội",09:00 - 22:00,100.000 - 400.000,8.1,8.2,7.6,8.5,8.0,8.2,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-lieu-giai
Gà Rán CP Five Star - 50 Phan Văn Hớn,"50 Phan Văn Hớn, X. Xuân Thới Thượng, Huyện Hóc Môn, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-50-phan-van-hon
Luminus - Sinh Tố Sức Khỏe - Pasteur,"280 Pasteur, Quận 3, TP. HCM",08:00 - 22:00,38.000 - 48.000,8.3,8.9,8.0,8.6,7.9,8.2,https://www.foody.vn/ho-chi-minh/luminus-smoothies-sinh-to-suc-khoe-pasteur
Gà Rán CP Five Star - 103 Phạm Hữu Lầu,"103 Phạm Hữu Lầu, P. Phú Mỹ, Quận 7, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-103-pham-huu-lau
Gà Rán CP Five Star - 487 Huỳnh Tấn Phát,"487 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-487-huynh-tan-phat
Luminus - Sinh Tố Sức Khỏe - Nguyễn Duy Hiệu,"13 Nguyễn Duy Hiệu, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:00 - 23:00,38.000 - 48.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/luminus-sinh-to-suc-khoe-nguyen-duy-hieu
Bánh Tráng Nướng Đà Lạt NTP,"285 Hùng Vương, P 9, Quận 5, TP. HCM",16:30 - 23:00,7.000 - 19.000,7.3,7.6,7.4,7.1,7.0,7.6,https://www.foody.vn/ho-chi-minh/banh-trang-nuong-da-lat-ntp
Pizza 4P's - Pizza Kiểu Nhật - Ngõ Bảo Khánh,"11B Ngõ Bảo Khánh, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",10:00 - 22:30,100.000 - 400.000,8.7,8.8,8.2,9.1,8.9,8.6,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-ngo-bao-khanh
Three O'clock - Coffee & Tea - Trần Hưng Đạo,"771 - 773 - 775 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",Đang mở cửa  Cả ngày,25.000 - 50.000,6.7,6.6,6.6,6.2,6.9,7.3,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-tran-hung-dao
Pizza 4P's - Pizza Kiểu Nhật - Mai Hắc Đế,"Tầng 1 & 2, Toà Nhà Hoàng Thành, 114 Mai Hắc Đế, Quận Hai Bà Trưng, Hà Nội",10:00 - 23:00,100.000 - 500.000,8.4,9.0,8.0,8.0,9.0,8.0,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-mai-hac-de
Bánh Tráng Nướng Đà Lạt NTP Bình Thạnh,"006 Lô B Chung Cư 23/49 TrườNg Sa, P. 3, Quận Bình Thạnh, TP. HCM",16:30 - 22:00,7.000 - 23.000,7.8,7.8,8.0,7.8,7.7,8.0,https://www.foody.vn/ho-chi-minh/banh-trang-nuong-da-lat-ntp-binh-thanh
Three O'clock - Coffee & Tea - Lê Văn Sỹ,"481 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",Đang mở cửa  Cả ngày,25.000 - 50.000,6.8,6.5,6.6,6.5,6.9,7.5,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-le-van-sy
Bánh Bèo Thanh Nga - 149/1A Nơ Trang Long,"149/1A Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",15:00 - 21:00,20.000 - 44.000,6.1,6.5,6.2,5.8,5.8,6.3,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-149-1a-no-trang-long
Pizza 4P's - Pizza Kiểu Nhật - Keangnam Landmark 72,"Lầu 1 Keangnam Hanoi Landmark 72, Phạm Hùng, Quận Nam Từ Liêm, Hà Nội",10:00 - 22:00,100.000 - 500.000,8.3,8.7,7.7,9.2,8.2,8.0,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-keangnam-landmark-72
Three O'clock - Coffee & Tea - Phan Văn Trị,"459 - 461 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",09:59 - 23:00,25.000 - 50.000,6.6,6.4,6.5,6.0,6.9,7.1,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-phan-van-tri
Bánh Bèo Thanh Nga - Rạch Bùng Binh,"43 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",15:00 - 20:00,3.000 - 30.000,6.5,6.5,6.3,6.3,6.8,6.8,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-rach-bung-binh
Three O'clock - Coffee & Tea - Nguyễn Thị Minh Khai,"462 Nguyễn Thị Minh Khai, P. 2, Quận 3, TP. HCM",Đang mở cửa  00:01 - 23:59,28.000 - 60.000,7.1,6.7,6.9,6.5,7.6,7.8,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-nguyen-thi-minh-khai
Pizza 4P's - Pizza Kiểu Nhật - Vincom Phạm Ngọc Thạch,"Tầng 6,  Tầng 6 Vincom Phạm Ngọc Thạch, 2 Phạm Ngọc Thạch, P. Trung Tự, Quận Đống Đa, Hà Nội",09:30 - 22:00,100.000 - 400.000,7.3,9.0,7.5,9.0,4.5,6.5,https://www.foody.vn/ha-noi/pizza-4p-s-pizza-kieu-nhat-vincom-pham-ngoc-thach
Bánh Bèo Thanh Nga - Nơ Trang Long,"149/1 Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",07:30 - 11:00 | 15:00 - 22:00,20.000 - 40.000,6.2,6.4,6.3,6.0,5.7,6.6,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-no-trang-long
Bánh Bèo Thanh Nga - Saigon House,"77 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 22:30,3.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-saigon-house
Three O'clock - Coffee & Tea - Âu Cơ,"22 Âu Cơ, P. 9, Quận Tân Bình, TP. HCM",Đang mở cửa  00:01 - 23:59,24.000 - 48.000,6.6,6.6,6.3,6.3,7.2,6.7,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-au-co
Súp Cua Hạnh - Sư Vạn Hạnh,"549 Sư Vạn Hạnh, Quận 10, TP. HCM",06:15 - 22:30,12.000 - 22.000,6.1,6.6,5.7,6.1,5.8,6.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-su-van-hanh
Nhà Hàng 123 - Kim Mã,"365 Kim Mã, Quận Ba Đình, Hà Nội",08:30 - 22:30,30.000 - 55.000,6.7,6.9,6.1,6.2,6.6,7.5,https://www.foody.vn/ha-noi/nha-hang-123-kim-ma
Súp Cua Hạnh - Thống Nhất,"208 Thống Nhất, Quận Gò Vấp, TP. HCM",Đang cập nhật,15.000 - 33.000,6.0,6.7,5.7,5.8,5.7,6.3,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-thong-nhat
Three O'clock - Coffee & Tea - Nguyễn Trãi,"65 - 67 Nguyễn Trãi, P. 2, Quận 5, TP. HCM",06:00 - 23:59,25.000 - 50.000,,5.3,5.3,5.2,4.2,5.8,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-nguyen-trai
Súp Cua Hạnh - Nguyễn Tri Phương,"402 Nguyễn Tri Phương , Quận 10, TP. HCM",07:00 - 22:00,10.000 - 22.000,6.2,6.6,5.8,6.1,5.6,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-tri-phuong
Three O'clock - Coffee & Tea - Nguyễn Gia Trí 2,"26 - 28 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",Đang mở cửa  00:01 - 23:59,24.000 - 48.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-nguyen-gia-tri-2
Three O'clock - Coffee & Tea - Cách Mạng Tháng 8,"551 CMT8, P. 15, Quận 10, TP. HCM",Đang mở cửa  00:01 - 23:59,24.000 - 48.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-cach-mang-thang-8
Nhà Hàng 123 - Phố Huế,"55 Phố Huế, Quận Hai Bà Trưng, Hà Nội",10:00 - 21:30,30.000 - 55.000,6.9,7.5,6.3,6.8,6.5,7.4,https://www.foody.vn/ha-noi/nha-hang-123-pho-hue
Súp Cua Hạnh - Nguyễn Thái Sơn,"12 Nguyễn Thái Sơn, P. 3, Quận Gò Vấp, TP. HCM",06:15 - 22:30,15.000 - 33.000,6.7,7.1,6.6,6.4,6.4,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-thai-son
Three O'clock - Coffee & Tea - Thảo Điền,"Khu Oishi Town, 28 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Đang mở cửa  00:01 - 23:59,24.000 - 48.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-thao-dien
Súp Cua Hạnh - Đinh Tiên Hoàng,"87C Đinh Tiên Hoàng, P. 3, Quận Bình Thạnh, TP. HCM",15:00 - 23:00,10.000 - 22.000,6.6,7.0,6.3,6.7,6.0,7.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-dinh-tien-hoang
Three O'clock - Coffee & Tea - Nguyễn Đình Chiểu,"130-130A Nguyễn Đình Chiểu, P. Võ Thị Sáu, Quận 3, TP. HCM",Đang mở cửa  00:01 - 23:59,25.000 - 50.000,,5.3,5.3,4.0,5.3,4.7,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-nguyen-dinh-chieu
Súp Cua Hạnh - Liên Tỉnh 5,"108 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",14:00 - 22:00,20.000 - 40.000,7.4,8.0,7.5,7.5,6.5,7.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-lien-tinh-5
Nhà Hàng 123 - Xã Đàn,"482 Xã Đàn, P. Nam Đồng, Quận Đống Đa, Hà Nội",09:00 - 22:00,60.000 - 100.000,6.4,6.3,5.8,6.2,6.9,6.9,https://www.foody.vn/ha-noi/nha-hang-123-xa-dan
