rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
BreadTalk - Royal City,"B2 R3, Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",09:30 - 22:00,15.000 - 100.000,,5.2,4.9,4.8,4.7,5.2,https://www.foody.vn/ha-noi/breadtalk-royal-city
Bánh Crepe & Trà Chanh Green You - Nguyễn Hồng,"105 D3 Ngõ 9 Nguyễn Hồng, P. Thành Công, Quận Ba Đình, Hà Nội",06:00 - 22:30,30.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/banh-crepe-tra-chanh-green-you-doan-ke-thien
BreadTalk - Vinhomes Gardenia,"B2 - 03 Vinhomes Gardenia, Hàm Nghi, P. Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",07:00 - 22:00,50.000 - 150.000,7.7,8.0,7.5,8.0,7.5,7.5,https://www.foody.vn/ha-noi/breadtalk-vinhomes-gardenia
Tiệm Bánh Crepe Queen - Trung Văn,"321 Trung Văn, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",06:30 - 19:30,20.000 - 40.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/tiem-banh-crepe-queen-trung-van
BreadTalk - Big C Thăng Long,"Ki Ốt 11 Tầng 1 Big C Thăng Long, 222 Trần Duy Hưng, Quận Cầu Giấy, Hà Nội",08:30 - 22:00,12.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/breadtalk-big-c-thang-long
Bánh Crepe & Trà Chanh Green You - Trần Quốc Toản,"51 Trần Quốc Toản, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",06:00 - 22:30,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/banh-crepe-tra-chanh-green-you-tran-quoc-toan
Trà Sữa Gong Cha - 貢茶 - Hồ Bán Nguyệt,"Tòa Nhà Cresent Residence 2 - CR2-05, 107 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:30 - 21:30,30.000 - 50.000,6.9,7.1,6.7,6.3,6.8,7.6,https://www.foody.vn/ho-chi-minh/tra-sua-gong-cha-ho-ban-nguyet
Tiệm Bánh Crepe Queen,"21 Nguyễn Quý Đức, Quận Thanh Xuân, Hà Nội",06:30 - 19:30,20.000 - 60.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/tiem-banh-crepe-queen-nguyen-quy-duc
BreadTalk - Aeon Mall Hà Đông,"T174 Aeon Mall Hà Đông, P. Dương Nội, Quận Hà Đông, Hà Nội",10:00 - 22:00,12.000 - 300.000,6.7,6.8,7.0,6.6,6.6,6.4,https://www.foody.vn/ha-noi/breadtalk-aeon-mall-ha-dong
Dr. Xôi,"B11 Lương Định Của, P. Kim Liên, Quận Đống Đa, Hà Nội",06:00 - 12:00 | 17:30 - 23:00,15.000 - 50.000,,5.0,4.5,5.1,4.5,5.4,https://www.foody.vn/ha-noi/dr-xoi
Breadtalk - Vincom Mega Mall Ocean Park,"L1-24-25, Tầng L1, Vincom Mega Mall Ocean Park, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",10:00 - 22:00,15.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/breadtalk-vincom-mega-mall-ocean-park
Trà Sữa Gong Cha - 貢茶 - Vinhomes Central Park,"Tòa Central 1, SH04 Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",09:30 - 21:30,40.000 - 80.000,7.3,7.6,7.4,7.2,7.1,7.1,https://www.foody.vn/ho-chi-minh/tra-sua-gong-cha-vinhomes-central-park
Dr. Xôi - Xã Đàn,"86 Ngách 107 Ngõ 360 Xã Đàn, P. Thổ Quan, Quận Đống Đa, Hà Nội",11:00 - 21:00,20.000 - 100.000,9.5,10.0,10.0,10.0,7.3,10.0,https://www.foody.vn/ha-noi/dr-xoi-xa-dan
Bánh Su Kem Singapore Chewy Junior - Xã Đàn,"450 Xã Đàn, Quận Đống Đa, Hà Nội",08:00 - 22:00,15.000 - 250.000,7.2,8.0,6.6,7.4,6.7,7.1,https://www.foody.vn/ha-noi/banh-su-kem-chewy-junior-xa-dan
Dr. Xôi - Nguyễn An Ninh,"141 Nguyễn An Ninh, P. Tương Mai, Quận Hoàng Mai, Hà Nội",06:30 - 22:30,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/dr-xoi-nguyen-an-ninh
Trà Sữa Gong Cha - 貢茶 - Dân Chủ,"101 Dân Chủ, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",09:30 - 21:30,30.000 - 50.000,6.4,6.3,6.2,5.9,6.7,6.9,https://www.foody.vn/ho-chi-minh/tra-sua-gong-cha-dan-chu
Bánh Tráng Trộn 74 - Ngõ Tự Do,"Số 1 Ngách 98 Ngõ Tự Do, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",09:00 - 22:00,15.000 - 45.000,6.8,6.4,6.7,7.0,6.8,7.2,https://www.foody.vn/ha-noi/banh-trang-tron-74-ngo-tu-do
Bánh Su Kem Singapore Chewy Junior - Đào Tấn,"12 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội",09:00 - 21:00,15.000 - 250.000,7.4,7.9,6.8,7.4,7.2,7.7,https://www.foody.vn/ha-noi/banh-su-kem-chewy-junior-dao-tan
Bánh Tráng Trộn 74 - Nghĩa Tân,"104 C3 KTT Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",09:00 - 21:30,15.000 - 45.000,6.7,6.9,7.1,6.6,6.3,6.4,https://www.foody.vn/ha-noi/banh-trang-tron-74-nghia-tan
Trà Sữa Gong Cha - 貢茶 - Thảo Điền Pearl,"Tầng 1,  L1-23-L1-24, Tầng 1, Thảo Điền Pearl, 12 Quốc Hương, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:30 - 21:45,40.000 - 80.000,7.2,7.3,6.8,7.1,7.5,7.3,https://www.foody.vn/ho-chi-minh/tra-sua-gong-cha-thao-dien-pearl
Bánh Su Kem Singapore Chewy Junior - Trần Đại Nghĩa,"64 TrầN ĐạI NghĩA, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",08:00 - 22:00,20.000 - 150.000,7.7,8.3,7.3,7.9,7.3,7.7,https://www.foody.vn/ha-noi/banh-su-kem-chewy-junior-tran-dai-nghia
Ốc Ba Nghé - Nguyễn An Ninh,"77 Nguyễn An Ninh, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",15:00 - 23:00,10.000 - 95.000,7.3,7.3,8.0,7.8,6.4,6.9,https://www.foody.vn/ha-noi/oc-ba-nghe-nguyen-an-ninh
Bánh Su Kem Singapore Chewy Junior - Trung Hòa,"59 Trung Hòa, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",08:00 - 21:30,15.000 - 250.000,6.0,5.2,5.8,6.4,6.4,6.2,https://www.foody.vn/ha-noi/banh-su-kem-singapore-chewy-junior-trung-hoa
Sorrento Cafe - Cafe Lãng Mạn,"91/6 Hòa Hưng, P.12, Quận 10, TP. HCM",07:00 - 23:00,25.000 - 55.000,7.2,7.1,6.6,6.9,8.2,7.2,https://www.foody.vn/ho-chi-minh/sorrento-cafe
Ốc Ba Nghé - Quang Lai,"Ki-Ot 12 Đường Quang Lai, X. Tứ Hiệp, Huyện Thanh Trì, Hà Nội",07:00 - 22:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/oc-ba-nghe-quang-lai
Bánh Su Kem Singapore Chewy Junior - Lò Sũ,"24 Lò Sũ, P. Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",08:00 - 21:30,25.000 - 150.000,,5.0,5.0,1.0,1.0,5.0,https://www.foody.vn/ha-noi/banh-su-kem-singapore-chewy-junior-lo-su
Miền Đồng Thảo Cafe,"221A Nguyễn Trọng Tuyển, P. 8, Quận Phú Nhuận, TP. HCM",07:00 - 23:00,20.000 - 55.000,6.8,6.6,6.3,6.4,8.0,7.0,https://www.foody.vn/ho-chi-minh/mien-dong-thao-cafe
Bánh Cuốn Cao Bằng - Huỳnh Thúc Kháng,"2 Ngõ 16 Huỳnh Thúc Kháng, P. Láng Hạ, Quận Đống Đa, Hà Nội",06:00 - 21:00,25.000 - 30.000,7.0,7.1,6.8,6.7,7.1,7.5,https://www.foody.vn/ha-noi/banh-cuon-cao-bang-huynh-thuc-khang
Bánh Su Kem Singapore Chewy Junior - Nguyễn Trãi,"330 Nguyễn Trãi, P. Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",08:00 - 21:30,15.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/banh-su-kem-singapore-chewy-junior-nguyen-trai
Thềm Xưa Cafe - Nguyễn Cảnh Chân,"371D1 Nguyễn Cảnh Chân, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",09:00 - 22:00,22.000 - 47.000,7.0,6.6,6.4,6.9,7.6,7.3,https://www.foody.vn/ho-chi-minh/them-xua-ca-phe-san-vuon
Bánh Cuốn Cao Bằng - Thể Giao,"11B Thể Giao, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",07:00 - 22:00,30.000 - 50.000,7.3,7.8,7.3,7.7,6.3,7.6,https://www.foody.vn/ha-noi/banh-cuon-cao-bang-the-giao
Paris Baguette - Hoàng Đạo Thúy,"Tầng 1, 17T5 Hoàng Đạo Thuý, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",06:30 - 22:30,100.000 - 300.000,7.5,8.1,6.7,7.1,7.9,7.8,https://www.foody.vn/ha-noi/paris-baguette-hoang-dao-thuy
Bánh Cuốn Cao Bằng - Nguyễn Văn Tuyết,"85 Nguyễn Văn Tuyết, P. Trung Liệt, Quận Đống Đa, Hà Nội",06:00 - 22:00,30.000 - 35.000,8.6,9.0,9.0,9.0,8.0,8.0,https://www.foody.vn/ha-noi/banh-cuon-cao-bang-nguyen-van-tuyet
Du Miên Garden Cafe - Phan Văn Trị,"7 Phan Văn Trị, P. 10, Quận Gò Vấp, TP. HCM",07:00 - 23:00,40.000 - 88.000,6.9,6.5,6.1,6.4,8.4,7.4,https://www.foody.vn/ho-chi-minh/du-mien-garden-cafe
Nem Chua Rán - 36 Tạm Thương,"36 Tạm Thương, P. Hàng Gai, Quận Hoàn Kiếm, Hà Nội",08:30 - 23:00,5.000 - 55.000,6.4,6.7,6.2,6.6,6.2,6.4,https://www.foody.vn/ha-noi/nem-chua-ran-ngo-tam-thuong
Paris Baguette -The Manor Mỹ Đình,"Tầng 1,  Tầng 1, The Manor KĐT Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",06:30 - 22:30,20.000 - 150.000,7.5,7.7,7.1,7.2,8.0,7.8,https://www.foody.vn/ha-noi/paris-baguette-the-manor-my-dinh
Nem Chua Rán 36 Tạm Thương - Trần Thái Tông,"1 Hẻm 4 Ngách 64 Ngõ 44 Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",08:30 - 22:00,5.000 - 55.000,,5.6,5.7,5.7,4.7,5.4,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-tran-thai-tong
Nem Chua Rán 36 Tạm Thương - Bạch Mai,"18 Ngõ Giếng Mứt, Phố Bạch Mai, P. Trương Định, Quận Hai Bà Trưng, Hà Nội",09:00 - 22:00,5.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-bach-mai
Say Coffee 24H - Sư Vạn Hạnh,"756 Sư Vạn Hạnh, Quận 10, TP. HCM",Đang mở cửa  Cả ngày,10.000 - 35.000,6.9,6.8,6.8,6.6,6.9,7.2,https://www.foody.vn/ho-chi-minh/say-coffee
Paris Baguette - Vincom Metropolis,"B1-K4, Vincom Center Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",09:00 - 22:00,100.000 - 300.000,6.8,6.8,6.2,6.8,7.0,7.2,https://www.foody.vn/ha-noi/paris-baguette-vincom-metropolis
Nem Chua Rán 36 Tạm Thương - Thái Hà,"39 Ngõ 178 Thái Hà, P. Trung Liệt, Quận Đống Đa, Hà Nội",09:00 - 22:00,5.000 - 65.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-thai-ha
Nem Chua Rán 36 Tạm Thương - Nguyễn Văn Ngọc,"8 Nguyễn Văn Ngọc, P. Cống Vị, Quận Ba Đình, Hà Nội",09:00 - 22:00,5.000 - 100.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-nguyen-van-ngoc
Say Coffee 24H - 549 Điện Biên Phủ,"549 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",Đang mở cửa  00:01 - 23:59,10.000 - 35.000,7.1,7.5,7.3,7.1,6.3,7.4,https://www.foody.vn/ho-chi-minh/say-coffee-24h-549-dien-bien-phu
Paris Baguette - West Lake,"28 Thanh Niên, P. Yên Phụ, Quận Tây Hồ, Hà Nội",08:00 - 23:00,20.000 - 50.000,7.2,7.1,7.1,6.3,7.3,8.1,https://www.foody.vn/ha-noi/paris-baguette-thanh-nien
Nem Chua Rán 36 Tạm Thương - Nguyễn Văn Giáp,"154 Nguyễn Văn Giáp, Quận Nam Từ Liêm, Hà Nội",10:00 - 22:00,5.000 - 100.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-nguyen-van-giap
Bánh Ngọt Hồng Kông - Giảng Võ,"149 Giảng Võ, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",08:00 - 21:30,10.000 - 220.000,6.8,7.0,7.6,6.0,6.2,7.4,https://www.foody.vn/ha-noi/banh-ngot-hong-kong-giang-vo
A-Phú - Mì Trộn Indomie - Hồng Mai,"7 Ngõ 158 Hồng Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",08:00 - 21:00,10.000 - 30.000,6.5,6.3,6.7,6.3,5.8,7.4,https://www.foody.vn/ha-noi/a-phu-mi-tron-indomie
Say Coffee 24h - Nguyễn Thị Thập,"453 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM",Đang mở cửa  00:01 - 23:59,30.000 - 60.000,7.6,7.4,7.5,7.6,7.7,7.9,https://www.foody.vn/ho-chi-minh/say-coffee-nguyen-thi-thap
A-Phú - Mì Trộn Indomie - Nguyễn Đức Cảnh,"19 Ngõ 22 Nguyễn Đức Cảnh, P. Tân Mai, Quận Hoàng Mai, Hà Nội",08:00 - 21:00,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/a-phu-mi-tron-indomie-nguyen-duc-canh
Bánh Ngọt Hồng Kông - Hàng Lược,"2 Hàng Lược, P. Hàng Mã, Quận Hoàn Kiếm, Hà Nội",06:00 - 22:00,10.000 - 220.000,7.1,7.1,7.7,6.6,6.3,7.8,https://www.foody.vn/ha-noi/banh-ngot-hong-kong-hang-luoc
A-Phú - Mì Trộn Indomie - Thanh Xuân Bắc,"102B - E11 Thanh Xuân Bắc (Ngõ 116 Lương Thế Vinh), P. Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",08:00 - 21:00,10.000 - 35.000,6.6,7.0,7.0,7.5,6.5,5.0,https://www.foody.vn/ha-noi/a-phu-mi-tron-indomie-thanh-xuan-bac
Fly Cupcake Tú Xương,"25B Tú Xương, P. 7, Quận 3, TP. HCM",07:00 - 23:00,40.000 - 115.000,7.0,6.9,5.9,6.6,8.1,7.6,https://www.foody.vn/ho-chi-minh/fly-cupcake-tu-xuong
A-Phú - Mì Trộn Indomie - Phan Văn Trường,"16B Ngõ 29 Phan Văn Trường, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",08:00 - 21:00,10.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/a-phu-mi-tron-indomie-phan-van-truong
Anh Hòa French Bakery - Phùng Hưng,"38 Phùng Hưng, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",Đang mở cửa  Cả ngày,100.000 - 550.000,6.2,6.1,6.1,5.5,6.3,6.8,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-phung-hung
A-Phú - Mì Trộn Indomie - Láng Hạ,"43 Ngõ 5 Láng Hạ, Quận Đống Đa, Hà Nội",06:30 - 21:00,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/a-phu-mi-tron-indomie-lang-ha
Caramello - Caramen & Đồ Ăn Vặt - Tân Mai,"595 H1 Tân Mai, P. Tân Mai, Quận Hoàng Mai, Hà Nội",09:30 - 22:00,15.000 - 30.000,7.4,7.7,6.7,7.0,7.3,8.5,https://www.foody.vn/ha-noi/caramello-caramen-do-an-vat-tan-mai
Fly Cupcake - Phạm Ngọc Thạch,"6 Phạm Ngọc Thạch, P. 6, Quận 1, TP. HCM",Đang cập nhật,35.000 - 65.000,7.1,6.9,6.2,6.9,7.7,7.8,https://www.foody.vn/ho-chi-minh/fly-cupcake-pham-ngoc-thach
Anh Hòa French Bakery - Trần Thái Tông,"9 Trần Thái Tông, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",07:30 - 22:30,100.000 - 550.000,6.3,6.4,6.5,5.9,6.1,6.7,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-tran-thai-tong
Fly Cupcake Phạm Văn Đồng,"L5-21-24 TTTM Gigamall, 240-242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",08:00 - 22:00,40.000 - 115.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/fly-cupcake-pham-van-dong
Anh Hòa French Bakery - Âu Cơ,"429 Âu Cơ, P. Nhật Tân, Quận Tây Hồ, Hà Nội",07:30 - 22:30,100.000 - 550.000,7.1,7.0,7.5,7.0,7.5,6.5,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-au-co
Caramello - Caramen & Đồ Ăn Vặt - Trần Huy Liệu,"106D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",09:30 - 22:00,12.000 - 70.000,6.2,5.7,6.4,6.1,5.9,7.0,https://www.foody.vn/ha-noi/caramello-caramen-do-an-vat-tran-huy-lieu
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Savico Mega Mall,"7 - 9 Nguyễn Văn Linh, Quận Long Biên, Hà Nội",10:00 - 22:00,290.000 - 407.000,8.5,9.2,8.0,8.8,8.3,8.2,https://www.foody.vn/ha-noi/sumo-bbq-tttm-savico-mega-mall
Anh Hòa French Bakery - Trường Chinh,"580 Trường Chinh, P. Ngã Tư Sở, Quận Đống Đa, Hà Nội",07:30 - 22:30,100.000 - 550.000,7.3,7.3,7.2,7.3,7.2,7.3,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-truong-chinh
KOI Thé - SC VivoCity,"Tầng 1,  Tầng 1 - 01 - 16, Khu F SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,40.000 - 60.000,7.2,7.8,6.7,7.5,6.7,7.4,https://www.foody.vn/ho-chi-minh/koi-the-viet-nam-sc-vivocity
Anh Hòa French Bakery - Khuất Duy Tiến,"55 Khuất Duy Tiến, P. Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",07:00 - 22:00,25.000 - 220.000,7.0,7.1,7.0,6.7,7.0,7.3,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-khuat-duy-tien
KOI Thé - Vincom Mega Mall Thảo Điền,"B1-K11-K12-K13, Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:30 - 22:00,40.000 - 60.000,7.5,8.0,6.9,7.7,7.4,7.6,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-vincom-mega-mall-thao-dien
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Quán Sứ,"30 - 32 Quán Sứ, Quận Hoàn Kiếm, Hà Nội",10:00 - 22:00,290.000 - 407.000,7.3,7.6,6.5,6.9,7.6,7.7,https://www.foody.vn/ha-noi/sumo-bbq-quan-su
KOI Thé - Ngô Đức Kế,"76 Ngô Đức Kế, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,40.000 - 60.000,7.4,8.0,6.8,7.6,6.9,7.7,https://www.foody.vn/ho-chi-minh/koi-the-ngo-duc-ke
Anh Hòa Bakery & Coffee - Trần Đại Nghĩa,"48 Trần Đại Nghĩa, Quận Hai Bà Trưng, Hà Nội",07:00 - 23:00,25.000 - 65.000,6.6,6.4,5.8,6.1,7.2,7.6,https://www.foody.vn/ha-noi/anh-hoa-bakery-coffee
KOI Thé - AEON Mall Bình Tân,"Tầng 1,  Lô F29B, Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 21:30,40.000 - 60.000,7.3,7.8,6.7,7.5,7.1,7.7,https://www.foody.vn/ho-chi-minh/koi-the-aeon-mall-binh-tan
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Huỳnh Thúc Kháng,"15 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",10:00 - 22:00,290.000 - 407.000,7.3,7.6,6.4,7.4,7.5,7.7,https://www.foody.vn/ha-noi/sumo-bbq-huynh-thuc-khang
Anh Hòa Bakery & Coffee - Kim Đồng,"15 Kim Đồng, P. Giáp Bát, Quận Hoàng Mai, Hà Nội",07:00 - 22:00,5.000 - 500.000,6.8,7.5,7.0,5.5,6.0,7.8,https://www.foody.vn/ha-noi/anh-hoa-french-bakery
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - BigC,"222 Trần Duy Hưng, Quận Cầu Giấy, Hà Nội",10:00 - 22:00,290.000 - 407.000,7.9,8.2,7.5,7.8,8.2,8.0,https://www.foody.vn/ha-noi/sumo-bbq-bigc
Anh Hòa French Bakery - Khâm Thiên,"219 Khâm Thiên, P. Thổ Quan, Quận Đống Đa, Hà Nội",07:00 - 22:00,20.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-kham-thien
Anh Hòa French Bakery - Lò Đúc,"130 Lò Đúc, P. Đống Mác, Quận Hai Bà Trưng, Hà Nội",07:00 - 22:00,25.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/anh-hoa-french-bakery-lo-duc
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Tô Hiến Thành,"67 Tô Hiến Thành, Quận Hai Bà Trưng, Hà Nội",10:00 - 22:00,250.000 - 500.000,7.6,7.8,7.2,7.5,7.8,7.8,https://www.foody.vn/ha-noi/sumo-bbq-nuong-lau-nhat-ban
Anh Hòa Bakery - Tô Hiệu,"98 Tô Hiệu, P. Nguyễn Trãi, Quận Hà Đông, Hà Nội",06:00 - 22:00,25.000 - 500.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/anh-hoa-bakery-to-hieu
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Trung Yên,"Lô 1 Nhà 12A Khu Trung Yên, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10:00 - 14:00 | 15:00 - 22:30,100.000 - 500.000,8.5,8.7,8.3,8.4,8.7,8.6,https://www.foody.vn/ha-noi/sumo-bbq-nha-hang-thit-nuong-nhat-ban-trung-yen
KOI Thé - Hồ Tùng Mậu,"108 - 110 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,40.000 - 60.000,7.5,7.9,6.8,7.5,7.7,7.9,https://www.foody.vn/ho-chi-minh/koi-the-ho-tung-mau
Anh Hòa Bakery - Ngọc Lâm,"80 Ngọc Lâm, Quận Long Biên, Hà Nội",06:00 - 22:00,25.000 - 500.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/anh-hoa-bakery-ngoc-lam
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - AEON Mall Long Biên,"AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",10:00 - 22:00,30.000 - 300.000,9.1,9.5,8.5,9.0,9.0,9.5,https://www.foody.vn/ha-noi/sumo-bbq-nha-hang-thit-nuong-nhat-ban-aeon-mall-long-bien
Anh Hòa Bakery - Âu Cơ,"245 Âu Cơ, P. Quảng An, Quận Tây Hồ, Hà Nội",06:00 - 22:00,25.000 - 500.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/anh-hoa-bakery-au-co
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Aeon Mall Hà Đông,"Tầng 1,  Lô T166, Tầng 1 Aeon Mall Hà Đông, P. Dương Nội, Quận Hà Đông, Hà Nội",10:00 - 22:00,30.000 - 300.000,9.9,10.0,9.9,10.0,9.9,9.9,https://www.foody.vn/ha-noi/sumo-bbq-nha-hang-thit-nuong-nhat-ban-aeon-mall-ha-dong
KOI Thé - Pearl Plaza,"L1-01 Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",09:00 - 22:00,40.000 - 60.000,7.5,7.9,6.7,7.5,7.6,7.8,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-pearl-plaza
Tiệm Bánh IT - Lê Thanh Nghị,"64 - 66 Lê Thanh Nghị, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",07:00 - 22:30,35.000 - 77.000,6.8,6.4,7.6,6.4,6.3,7.3,https://www.foody.vn/ha-noi/it-cream
Nhà Hàng Fê - Bạch Mai,"Tầng 2 Tòa Nhà 313 - 315 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",11:00 - 22:00,130.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/nha-hang-fe-bach-mai
Isushi Nguyễn Chí Thanh - Nhà Hàng Buffet Nhật Bản,"16 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội",10:00 - 21:30,200.000 - 500.000,8.0,8.3,7.4,7.9,8.1,8.3,https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-nguyen-chi-thanh
KOI Thé - Lotte Mart Nam Sài Gòn,"Tầng Trệt, Lotte Mart Nguyễn Hữu Thọ, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,40.000 - 60.000,7.6,7.9,7.0,7.7,7.5,7.9,https://www.foody.vn/ho-chi-minh/koi-the-lotte-mart-nam-sai-gon
Tiệm Bánh IT - Thanh Nhàn,"1 Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",07:00 - 22:30,40.000 - 300.000,6.7,5.9,6.9,7.0,6.6,7.2,https://www.foody.vn/ha-noi/it-cream-bakery-thanh-nhan
Isushi Triệu Việt Vương - Nhà Hàng Buffet Nhật Bản,"158 Triệu Việt Vương, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",10:00 - 21:30,50.000 - 220.000,8.4,8.5,8.1,8.4,8.5,8.4,https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-trieu-viet-vuong
KOI Thé - Nguyễn Đức Cảnh,"157 Khu Grand View, Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,30.000 - 60.000,7.6,7.4,7.1,7.6,7.8,8.1,https://www.foody.vn/ho-chi-minh/koi-the-nguyen-duc-canh
