rest_id,rest_name,Cate,open_time,close_time,lowest_price,hightest_price,avg_score,quality_score,price_score,service_score,space_score,location_score,rest_address,rest_link
715,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Hồ Tùng Mậu,Nha Hang,11:00,22:00,50.000,500.000,7.4,8.0,6.8,7.4,7.1,7.9,"25 Hồ Tùng Mậu (Góc Hàm Nghi), P. Nguyễn Thái Bình, Quận 1, TP. HCM",/ho-chi-minh/don-chicken-chicken-pub
1190,Bachutha - Bánh Chuối Thái - Xóm Chiếu,An Vat Via He,17:00,22:00,10.000,30.000,_._,--,--,--,--,--,"181/3 Xóm Chiếu, P. 16, Quận 4, TP. HCM",/ho-chi-minh/bachutha-banh-chuoi-thai-hoang-dieu-2
42,Bachutha - Bánh chuối Thái - Nguyễn Thượng Hiền,An Vat Via He,17:00,22:00,20.000,30.000,_._,--,--,--,--,--,"54 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",/ho-chi-minh/bachutha-banh-chuoi-thai-nguyen-thuong-hien
38,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Vinhomes Central Park,Nha Hang,11:00,22:00,70.000,290.000,7.5,8.1,7.3,7.4,7.2,7.7,"Park 2, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/don-chicken-chicken-pub-vinhomes-central-park
501,Otoké Chicken - Gà Rán Hàn Quốc - Hàm Nghi,Nha Hang,08:00,21:30,29.000,300.000,7.3,7.3,7.2,7.3,7.2,7.5,"77B Hàm Nghi, P. Nguyễn Thái Bình, Quận 1, TP. HCM",/ho-chi-minh/otoke-chicken-ham-nghi
541,Chè Cô 7 - Đường 15,An Vat Via He,09:00,21:00,10.000,20.000,7.0,7.1,7.2,6.9,6.3,7.4,"251 Đường 15, P. Tân Kiểng, Quận 7, TP. HCM",/ho-chi-minh/che-co-7-duong-15
508,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lotte Mart Quận 7,Nha Hang,10:00,22:00,50.000,500.000,7.1,7.5,6.8,7.0,7.3,7.1,"Lầu 3 Lotte Mart, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",/ho-chi-minh/don-chicken-chicken-pub-lotte-mart-quan-7
920,Chè Cô 7 - Đường Số 41,An Vat Via He,09:00,21:00,10.000,20.000,7.5,7.8,7.8,7.0,6.8,8.3,"49 Đường Số 41, P. 6, Quận 4, TP. HCM",/ho-chi-minh/che-co-7-duong-so-41
1102,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Sư Vạn Hạnh,Nha Hang,11:00,22:00,40.000,400.000,6.5,6.7,6.1,6.2,6.5,7.1,"742 Sư Vạn Hạnh, Quận 10, TP. HCM",/ho-chi-minh/don-chicken-chicken-pub-su-van-hanh
80,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lê Đại Hành,Nha Hang,10:00,22:00,50.000,500.000,7.6,7.9,7.1,7.5,7.4,8.0,"409A-411A Lê Đại Hành, P. 11, Quận 11, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-le-dai-hanh
432,Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Thị Minh Khai,Nha Hang,08:00,21:30,30.000,300.000,7.1,7.3,7.2,7.2,6.8,7.3,"18A Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-thi-minh-khai
763,Takoyaki Tân Phước - Lý Thường Kiệt,An Vat Via He,15:00,22:00,15.000,25.000,6.9,7.3,7.6,7.2,6.0,6.5,"319 - C11 Lý Thường Kiệt (Đối Diện 58 Thiên Phước), P. 15, Quận 11, TP. HCM",/ho-chi-minh/takoyaki-tan-phuoc
987,Otoké Chicken - Gà Rán Hàn Quốc - Đào Duy Từ,Nha Hang,08:30,21:30,15.000,200.000,8.0,8.1,7.6,8.2,7.8,8.1,"31 Đào Duy Từ, Quận 10, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dao-duy-tu
611,Takoyaki Tân Phước - Bình Thới,An Vat Via He,11:00,21:00,15.000,25.000,6.9,7.3,8.3,6.0,5.3,7.7,"173 Bình Thới, P, 11, Quận 11, TP. HCM",/ho-chi-minh/takoyaki-tan-phuoc-binh-thoi
48,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Văn Trị,Nha Hang,11:00,22:00,50.000,500.000,7.9,8.5,7.4,7.9,7.9,7.6,"366A32 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-van-tri
377,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Công Viên Lê Thị Riêng,Nha Hang,11:00,22:00,50.000,500.000,7.5,7.9,7.0,7.6,7.6,7.3,"594 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-cong-vien-le-thi-rieng
129,Súp Cua Ghiền - Võ Văn Tần,An Vat Via He,06:00,23:59,15.000,30.000,6.1,5.9,6.1,6.0,5.9,6.4,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",/ho-chi-minh/sup-cua-ghien-vo-van-tan
339,Súp Cua Ghiền - Phan Văn Hân,An Vat Via He,06:00,19:00,15.000,30.000,7.0,7.0,7.0,7.0,7.0,7.0,"184 Phan Văn Hân, P. 17, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/sup-cua-ghien-phan-van-han
1054,Súp Cua Ghiền - Nguyễn Thị Nhỏ,An Vat Via He,06:00,19:00,15.000,30.000,_._,--,--,--,--,--,"12 Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",/ho-chi-minh/sup-cua-ghien-nguyen-thi-nho
930,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Điện Biên Phủ,Nha Hang,11:00,22:00,70.000,300.000,8.4,8.8,8.0,8.4,8.6,8.0,"493 - 495 Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-dien-bien-phu
140,Bánh Đúc Nóng Bà Xuân - Cư Xá Vĩnh Hội,An Vat Via He,07:30,23:00,10.000,30.000,8.4,9.1,8.9,8.6,7.5,7.9,"D62 Đường Số 46, Cư Xá Vĩnh Hội, P. 5, Quận 4, TP. HCM",/ho-chi-minh/banh-duc-nong-ba-xuan
2,Otoké Chicken - Gà Rán Hàn Quốc - Phan Văn Trị,Nha Hang,08:00,21:30,12.000,200.000,6.5,6.4,6.6,6.1,6.8,6.7,"188E Phan Văn Trị, P. 11, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-phan-van-tri
578,Bánh Đúc Nóng Bà Xuân - Nguyễn Kiệm,An Vat Via He,07:30,18:00,20.000,260.000,9.5,10.0,9.5,10.0,9.0,9.0,"617/8 Nguyễn Kiệm, P. 9, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/banh-duc-nong-ba-xuan-nguyen-kiem
31,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Crescent Mall,Nha Hang,10:00,22:00,50.000,200.000,8.4,8.6,8.0,8.4,8.6,8.4,"Tầng 4,  4F - 56 Tầng 4, Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-crescent-mall
420,Bánh Trứng Gà Non Hong Kong - Trần Phú,An Vat Via He,09:00,23:00,15.000,33.000,6.9,7.2,7.1,6.7,6.3,7.0,"354 Trần Phú (Ngã 4 Nguyễn Tri Phương), P. 7, Quận 5, TP. HCM",/ho-chi-minh/banh-trung-ga-non-hong-kong-tran-phu
337,Bánh Trứng Gà Non Hong Kong - Phạm Đình Hổ,An Vat Via He,09:30,22:00,25.000,35.000,_._,--,--,--,--,--,"59 Phạm Đình Hổ, Quận 6, TP. HCM",/ho-chi-minh/banh-trung-ga-non-hong-kong-pham-dinh-ho
955,Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Duy Trinh,Nha Hang,08:00,21:30,20.000,150.000,7.0,6.6,7.3,6.8,7.1,7.5,"315 Nguyễn Duy Trinh, P. Bình Trưng Tây, Tp. Thủ Đức, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-duy-trinh
1186,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Xích Long,Nha Hang,11:00,21:30,76.000,330.000,7.2,8.3,6.8,6.3,7.0,7.8,"222 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-xich-long
0,Bánh Trứng Gà Non Hong Kong - Nguyễn Thượng Hiền,An Vat Via He,09:00,22:00,25.000,30.000,,5.8,5.3,5.8,4.6,5.0,"22 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",/ho-chi-minh/banh-trung-ga-non-hong-kong-nguyen-thuong-hien
181,Otoké Chicken - Gà Rán Hàn Quốc - Lạc Long Quân,Nha Hang,08:00,21:30,29.000,300.000,8.5,8.5,8.3,8.6,8.6,8.4,"280 Lạc Long Quân, P. 10, Quận 11, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-lac-long-quan
890,Chill Sky Bar - Rooftop AB Tower,Nha Hang,Đang mở cửa  00:01,23:59,200.000,550.000,7.7,7.6,6.5,7.6,8.5,8.5,"26 & 27th Floor Rooftop, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",/ho-chi-minh/chill-sky-bar
1177,Bánh Trứng Gà Non Hong Kong - Vạn Kiếp,An Vat Via He,10:00,22:00,15.000,50.000,_._,--,--,--,--,--,"21 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/banh-trung-ga-non-hong-kong-van-kiep
622,Otoké Chicken - Gà Rán Hàn Quốc - Ký Con,Nha Hang,08:00,21:30,30.000,300.000,8.6,8.8,8.5,8.8,8.2,8.6,"169 Ký Con, P. Nguyễn Thái Bình, Quận 1, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-ky-con
653,Otoké Chicken - Gà Rán Hàn Quốc - Huỳnh Tấn Phát,Nha Hang,08:00,21:30,29.000,300.000,8.5,8.6,8.3,8.7,8.4,8.5,"547 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-huynh-tan-phat
905,Bánh Mì Nướng Muối Ớt Cô Năm - Đường 3 Tháng 2,An Vat Via He,15:00,22:00,15.000,30.000,7.3,8.0,8.0,7.1,6.4,7.1,"281 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM",/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam
835,Sorae Restaurant - Lounge,Nha Hang,11:30,23:00,300.000,1.000.000,8.2,8.2,7.0,8.2,8.8,8.7,"Tầng 24 - 25, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",/ho-chi-minh/nha-hang-sorae-sushi-sake-lounge
1067,Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Ảnh Thủ,Nha Hang,08:00,21:30,29.000,300.000,8.7,9.0,9.0,9.5,9.0,7.0,"41A Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-anh-thu
693,Bánh Mì Nướng Muối Ớt Cô Năm - Tân Hòa Đông,An Vat Via He,15:00,22:00,15.000,30.000,_._,--,--,--,--,--,"445/24 Tân Hòa Đông, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam-tan-hoa-dong
818,Otoké Chicken - Gà Rán Hàn Quốc - Đặng Văn Bi,Nha Hang,08:30,21:30,29.000,300.000,6.7,6.7,6.8,6.5,6.7,7.0,"142 Đặng Văn Bi, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dang-van-bi
1103,The Saigon Cigar Club,Nha Hang,14:30,01:00,30.000,1.000.000,8.3,8.2,7.2,8.7,9.1,8.3,"Tầng 25, AB Tower, 76A Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",/ho-chi-minh/the-saigon-cigar-club
137,Cháo Sườn Cô Giang - Nguyễn Oanh,An Vat Via He,07:00,22:00,15.000,20.000,7.4,7.6,7.5,7.6,7.0,7.2,"164 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",/ho-chi-minh/chao-suon-co-giang-nguyen-oanh
1042,Otoké Chicken - Gà Rán Hàn Quốc - Đỗ Xuân Hợp,Nha Hang,08:30,21:30,29.000,300.000,8.8,8.8,8.5,9.0,8.5,9.3,"489 Đỗ Xuân HợP, P. Phước Long B, Tp. Thủ Đức, TP. HCM",/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-do-xuan-hop
1138,Vigor Dining,Nha Hang,17:30,22:30,500.000,1.500.000,8.2,8.5,7.3,8.1,8.8,8.5,"Tầng 27 AB Tower (Bên Trong Chill Sky Bar), 76A Lê Lai, Quận 1, TP. HCM",/ho-chi-minh/vigor-dining
259,Cháo Sườn Cô Giang - Đinh Tiên Hoàng,An Vat Via He,07:30,22:00,15.000,29.000,6.9,7.0,6.9,6.8,6.4,7.2,"14B Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",/ho-chi-minh/chao-suon-co-giang-dinh-tien-hoang
809,Cháo Sườn Cô Giang - Nguyễn Trung Ngạn,An Vat Via He,09:00,14:00,15.000,29.000,_._,--,--,--,--,--,"5A/16 Nguyễn Trung Ngạn, P. Bến Nghé, Quận 1, TP. HCM",/ho-chi-minh/chao-suon-co-giang-nguyen-trung-ngan
400,Cháo Sườn Cô Giang - Trần Phú,An Vat Via He,08:30,23:00,20.000,35.000,7.0,6.0,7.0,7.0,7.0,8.0,"33 Trần Phú, P. 4, Quận 5, TP. HCM",/ho-chi-minh/chao-suon-co-giang
431,Lẩu Thái Đế Vương - Food House - Nguyễn Kiệm,Nha Hang,10:30,22:00,30.000,200.000,6.5,6.6,6.6,6.2,6.6,6.4,"800 Nguyễn Kiệm, Quận Gò Vấp, TP. HCM",/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-kiem
1140,Làng Nướng Nam Bộ - Tô Hiến Thành,Nha Hang,10:00,23:30,80.000,165.000,7.2,7.4,7.0,7.1,7.3,7.3,"302A Tô Hiến Thành, P. 15, Quận 10, TP. HCM",/ho-chi-minh/lang-nuong-nam-bo-to-hien-thanh
361,Cháo Sườn Cô Giang - Khánh Hội,An Vat Via He,07:30,22:00,15.000,20.000,7.3,7.0,7.0,7.0,7.7,7.7,"65 Khánh Hội, P. 3, Quận 4, TP. HCM",/ho-chi-minh/chao-suon-co-giang-khanh-hoi
411,Cháo Sườn Cô Giang - Lò Siêu,An Vat Via He,07:30,22:00,15.000,20.000,,4.7,4.7,3.3,4.0,5.7,"212A Lò Siêu, P. 12, Quận 11, TP. HCM",/ho-chi-minh/chao-suon-co-giang-lo-sieu
438,Làng Nướng Nam Bộ - Hòa Bình,Nha Hang,10:00,23:30,100.000,220.000,7.2,7.3,7.1,6.9,7.3,7.3,"49 Hòa Bình, Quận 11, TP. HCM",/ho-chi-minh/lang-nuong-nam-bo-hoa-binh
509,Lẩu Thái Đế Vương - Food House - Nguyễn Tri Phương,Nha Hang,10:30,22:00,30.000,200.000,6.5,6.4,6.7,5.8,6.4,7.0,"230 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-tri-phuong
631,Cháo Sườn Cô Giang - Đường Số 4,An Vat Via He,06:50,22:00,15.000,20.000,_._,--,--,--,--,--,"2 Đường Số 4, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",/ho-chi-minh/chao-suon-co-giang-duong-so-4
1162,Cháo Sườn Cô Giang - Đường Số 9A,An Vat Via He,06:50,22:00,15.000,20.000,_._,--,--,--,--,--,"120 Đường Số 9A, Xã Bình Hưng, Huyện Bình Chánh, TP. HCM",/ho-chi-minh/chao-suon-co-giang-duong-so-9a
162,Kohaku Delivery - Phan Xích Long,Nha Hang,09:00,22:00,17.000,767.000,7.5,7.6,7.2,7.6,7.5,7.8,"246 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/kohaku-delivery-phan-xich-long
1156,Làng Nướng Nam Bộ - Trần Quý Cáp,Nha Hang,08:00,22:00,100.000,220.000,6.6,6.7,6.7,6.5,6.5,6.7,"36 Trần Quý Cáp, P. 11, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/lang-nuong-nam-bo-tran-quy-cap
654,Cháo Sườn Cô Giang - Phùng Văn Cung,An Vat Via He,08:30,22:00,15.000,29.000,6.0,5.0,5.0,5.0,5.0,10.0,"32 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/chao-suon-co-giang-phung-van-cung
773,Cháo Sườn Cô Giang - Cô Giang,An Vat Via He,08:30,21:30,10.000,40.000,10.0,10.0,10.0,10.0,10.0,10.0,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",/ho-chi-minh/chao-suon-co-giang-co-giang
136,Cháo Sườn Cô Giang - Trần Thị Nơi,An Vat Via He,08:00,22:00,15.000,40.000,_._,--,--,--,--,--,"164 Trần Thị Nơi, P. 4, Quận 8, TP. HCM",/ho-chi-minh/chao-suon-co-giang-tran-thi-noi
153,Cháo Sườn Cô Giang - Cư Xá Đô Thành,An Vat Via He,08:00,20:00,20.000,30.000,_._,--,--,--,--,--,"20 Đường Số 4, P. 4, Quận 3, TP. HCM",/ho-chi-minh/chao-suon-co-giang-cu-xa-do-thanh
1002,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Thị Nghĩa",Nha Hang,10:00,22:00,80.000,695.000,7.7,8.0,7.0,7.9,7.7,7.8,"16 Nguyễn Thị Nghĩa, P. Bến Thành, Quận 1, TP. HCM",/ho-chi-minh/al-frescos-nguyen-thi-nghia
1104,Kohaku Sushi - Vạn Hạnh Mall,Nha Hang,09:00,22:00,17.000,767.000,7.3,7.4,7.1,7.5,7.2,7.3,"Vạn Hạnh Mall, 11 Sự Vạn Hạnh, P. 12, Quận 10, TP. HCM",/ho-chi-minh/kohaku-sushi-van-hanh-mall
381,TKY Takoyaki - Nguyễn Văn Lạc,An Vat Via He,14:45,22:00,18.000,45.000,7.3,7.9,7.9,7.7,6.0,6.9,"20 Nguyễn Văn Lạc, P. 19, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/banh-bach-tuoc-takoyaki-ngo-tat-to
386,Tky Takoyaki - Xô Viết Nghệ Tĩnh,An Vat Via He,17:00,22:00,15.000,45.000,7.4,7.8,7.8,8.4,6.1,6.8,"550 Xô Viết Nghệ Tĩnh, P. 25, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/tky-takoyaki-xo-viet-nghe-tinh
394,TKY Takoyaki - Thích Quảng Đức,An Vat Via He,15:00,21:00,15.000,30.000,6.4,6.5,7.0,7.0,5.0,6.5,"78 Thích Quảng Đức, P. 5, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/tky-takoyaki-thich-quang-duc
737,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Mạc Đĩnh Chi",Nha Hang,10:00,22:00,80.000,695.000,7.4,7.8,6.7,7.5,7.4,7.5,"31 Bis Mạc Đĩnh Chi, Quận 1, TP. HCM",/ho-chi-minh/al-fresco-s-mac-dinh-chi
166,TKY Takoyaki - Nguyễn Thượng Hiền,An Vat Via He,13:00,22:00,25.000,60.000,10.0,10.0,10.0,10.0,10.0,10.0,"153 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",/ho-chi-minh/tky-takoyaki-nguyen-thuong-hien
324,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Xuân Thủy",Nha Hang,11:00,21:15,80.000,695.000,7.3,7.6,6.7,7.1,7.7,7.5,"89 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",/ho-chi-minh/al-fresco-s-xuan-thuy
374,Tàu Hủ Cóc - Hoa Sứ,An Vat Via He,15:30,22:00,15.000,20.000,7.2,7.7,7.1,7.1,6.6,7.4,"32 Hoa Sứ, P. 2, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/tau-hu-coc-hoa-su
312,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Đức Cảnh",Nha Hang,11:00,21:30,80.000,695.000,7.1,7.6,6.3,7.2,7.4,7.3,"105 Nguyễn Đức Cảnh, Khu Phố Parkview III9-2, P. Tân Phong, Quận 7, TP. HCM",/ho-chi-minh/al-fresco-s-pizza-my-y-suon-steak-bo-bit-tet-nguyen-duc-canh
1136,Kobe Teppanyaki - Nhà Hàng Nhật,Nha Hang,10:00,22:00,119.000,2.000.000,8.0,8.2,6.9,8.5,8.3,8.1,"13A Tú Xương, P. 7, Quận 3, TP. HCM",/ho-chi-minh/kobe-nha-hang-nhat
465,Tàu Hủ Cóc - Thống Nhất,An Vat Via He,11:00,22:00,10.000,41.000,_._,--,--,--,--,--,"504 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",/ho-chi-minh/tau-hu-coc-thong-nhat
230,Bánh tráng Tây Ninh - 192 Nguyễn Trãi,An Vat Via He,09:00,22:00,10.000,15.000,8.5,8.9,9.1,8.3,7.1,9.1,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",/ho-chi-minh/bau-sen-banh-trang-tay-ninh
546,Kobe Teppanyaki - Nhà Hàng Nhật - Tôn Đức Thắng,Nha Hang,10:00,22:00,119.000,2.000.000,8.8,9.0,7.5,9.0,9.0,9.5,"23C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",/ho-chi-minh/kobe-teppanyaki-nha-hang-nhat-ton-duc-thang
298,Bàu Sen - Bánh Tráng Tây Ninh - Ngô Quyền,An Vat Via He,08:00,22:00,10.000,35.000,8.6,8.7,8.7,8.8,8.2,8.8,"122 Ngô Quyền, Quận 10, TP. HCM",/ho-chi-minh/bau-sen-banh-trang-tay-ninh-ngo-quyen
355,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Cộng Hòa",Nha Hang,10:00,22:00,80.000,695.000,7.5,7.9,6.7,7.4,7.6,7.7,"111 Cộng Hòa, Quận Tân Bình, TP. HCM",/ho-chi-minh/al-fresco-s-cong-hoa
1116,Lan Ốc - Rạch Bùng Binh,An Vat Via He,16:00,23:55,30.000,100.000,7.3,7.7,7.9,6.9,6.4,7.6,"103 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",/ho-chi-minh/lan-oc-rach-bung-binh
980,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Phan Xích Long",Nha Hang,10:00,22:00,80.000,695.000,7.2,7.6,6.4,7.3,7.4,7.4,"199 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/al-fresco-s-phan-xich-long
441,Lan Ốc - Nguyễn Đình Chiểu,An Vat Via He,15:00,23:59,30.000,100.000,6.6,7.5,7.7,6.0,5.8,6.2,"430/18 Nguyễn Đinh Chiểu, P. 4, Quận 3, TP. HCM",/ho-chi-minh/lan-oc-nguyen-dinh-chieu
154,Dì Mai - Nhà Hàng Việt Nam - Lê Thị Hồng Gấm,Nha Hang,11:00,20:30,50.000,300.000,8.3,8.5,7.6,8.4,8.7,8.4,"136 - 138 Lê Thị Hồng Gấm, Quận 1, TP. HCM",/ho-chi-minh/di-mai-nha-hang-viet-nam
732,Dừa Tắc Cô Út - Xóm Chiếu,An Vat Via He,07:00,23:59,10.000,20.000,9.1,9.0,9.3,9.1,9.0,9.2,"113B Xóm Chiếu, P. 16, Quận 4, TP. HCM",/ho-chi-minh/dua-tac-co-ut-xom-chieu
836,Dừa Tắc Cô Út - 115 Xóm Chiếu,An Vat Via He,Đang mở cửa  00:01,23:59,10.000,20.000,_._,--,--,--,--,--,"115 Xóm Chiếu, P. 16, Quận 4, TP. HCM",/ho-chi-minh/dua-tac-co-ut-115-xom-chieu
958,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Vạn Hạnh Mall",Nha Hang,10:00,22:00,80.000,695.000,7.2,7.3,6.2,7.5,7.5,7.2,"Tầng 6,  10 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",/ho-chi-minh/al-fresco-s-van-hanh-mall
1055,Dừa Tắc Cô Út - 113A Xóm Chiếu,An Vat Via He,Đang mở cửa  00:01,23:59,10.000,20.000,_._,--,--,--,--,--,"113A Xóm Chiếu, P. 16, Quận 4, TP. HCM",/ho-chi-minh/dua-tac-co-ut-113a-xom-chieu
264,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Aeon Mall Tân Phú",Nha Hang,10:00,22:00,80.000,695.000,8.0,8.0,8.0,9.0,7.0,8.0,"Tầng 3,  T27 Tầng 3, Aeon Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",/ho-chi-minh/al-fresco-s-aeon-mall-tan-phu
159,Dì Mai - Nhà Hàng Việt Nam - Vincom Landmark 81,Nha Hang,10:00,22:00,50.000,300.000,7.7,7.9,7.1,7.2,8.2,8.1,"L02-03, Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",/ho-chi-minh/di-mai-nha-hang-viet-nam-landmark-81
466,Xôi Chiên - Hẻm 50 Phùng Văn Cung,An Vat Via He,11:00,19:00,5.000,10.000,7.4,7.7,7.8,7.5,7.0,7.0,"50/22/4 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/xoi-chien-hem-50-phung-van-cung
1110,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Aeon Mall Bình Tân",Nha Hang,10:00,22:00,80.000,695.000,_._,--,--,--,--,--,"T1 Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",/ho-chi-minh/al-fresco-s-pizza-my-y-suon-steak-bo-bit-tet-aeon-mall-binh-tan
1176,Dì Mai - Nhà Hàng Việt Nam - Crescent Mall,Nha Hang,10:00,22:00,50.000,300.000,7.5,6.7,6.3,8.3,7.7,8.3,"Tầng 3,  Tầng 3 ,Crescent Mall Phase 2, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",/ho-chi-minh/di-mai-nha-hang-viet-nam-crescent-mall
16,Xôi Chiên - Trần Khắc Chân,An Vat Via He,14:00,19:00,4.000,10.000,8.7,9.1,9.1,8.9,7.9,8.6,"13 Trần Khắc Chân, P. 15, Quận Phú Nhuận, TP. HCM",/ho-chi-minh/xoi-chien-tran-khac-chan
98,Dì Mai Căn Tin - Nhà Hàng Việt Nam - Mplaza,Nha Hang,09:00,21:00,50.000,300.000,_._,--,--,--,--,--,"Tầng B1, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",/ho-chi-minh/di-mai-can-tin-nha-hang-viet-nam-mplaza
